UML Type,UID Business Object,Business Object,UID Feature,Feature,Description,UID Data Type,Data Type,UID Owner,Owner Element,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
Attribute,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,7968c16f-7a96-e911-823e-062d75b50cca,LienExpiryDate,The date the lien is removed. ,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,76edaf8e-7a96-e911-823e-062d75b50cca,LienStatus,The status on the lien. ,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,4df310f1-7c96-e911-823e-062d75b50cca,LienModalities,Processing guidelines,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,3f4f595e-f7a2-e911-8280-06df5c9909ce,LienSubjectReference,"Reference to the subject the lean is placed upon

e.g. the savings account the lien is placed upon",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,25ef453d-afa4-e911-8284-062084c0b880,LienParameters,Parameters to be used in the lien modalities,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,9c3b00ce-7a6a-e911-8237-061b75d0d318,CardPaymentInvolvement,,,A specific Party who plays a specific role in the card payment transaction. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,9c3b00ce-7a6a-e911-8237-061b75d0d318,CardPaymentInvolvement,3a5f2c08-14b5-e911-828c-06363e70c8fa,CardPaymentInvolvementType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=CardPaymentInvolvementType,isType=14da5250-1db5-e911-828c-06363e70c8fa,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,,,Information to support Know Your Customer (KYC) processes. (ISO20022),Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,f4466513-5dd2-e911-8296-0633d5e0e610,PoliticalExposureType,"Specifies if due diligence checks on the political exposure of the investor have been carried out and whether these checks are national or foreign. (A politically exposed person is someone who has been entrusted with a prominent public function, or an individual who is closely related to such a person.) ISO20022",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,6438c821-5dd2-e911-8296-0633d5e0e610,PoliticalExposureDescription,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,3539b6fd-0af0-e911-82b5-061762718aaa,SalaryRange,Specifies the level of salary. (ISO20022),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,15185678-0bf0-e911-82b5-061762718aaa,EmployeeTerminationIndicator,Indicates if the employment of the person has been terminated. (ISO20022),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,cdc8cf3c-9cf1-e911-82b5-06f9534b74c8,FamilyMedicalInsuranceIndicator,Indicates if the person has family medical insurance coverage available. (ISO20022),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,dfe9a5a8-79f5-e911-82b9-06927032cbee,ProfileType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,a8c63fed-79f5-e911-82b9-06927032cbee,EducationLevel,"Highest level of education attained.
",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,8b07c211-7af5-e911-82b9-06927032cbee,Profession,"Name of the occupation or job of a person. (ISO20022)
",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,31cfdbdc-61d2-e911-8296-0633d5e0e610,PowerOfAttorney,,,"A written authorization that transfers specific rights from a party to another party.

Document that transfers specific rights from a party to another party. ISO20022",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,845fa448-1857-ea11-8289-06a605eb4d64,CustomerCaseResolution,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,7eca62f9-e7af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenance,,,"Tracking the key maintenance tasks associated with the asset (e.g. copyright/patent processing, infringements)",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,7eca62f9-e7af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenance,d5d67e52-e8af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenanceTaskType,The type of maintenance task (e.g. annual renewal),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7eca62f9-e7af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenance,e4cc376e-e8af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenanceTaskDescription,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7eca62f9-e7af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenance,4d4e0cae-e8af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenanceTaskDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7eca62f9-e7af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenance,9897b5b4-e8af-ea11-829f-0681374b35cc,IntellectualPropertyMaintenanceTaskDocument,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,99fb40ee-268c-e911-823e-061d8abd0026,ServicingOrderInvolvement,,,Role which is played by a party in the servicing order. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,50b906a2-dfab-ea11-829f-067a4ad4fc9c,MarketOppurtunity,,,"Newly identified need, want, or demand trend that a firm can exploit because it is not being addressed by the competitors.

Read more: http://www.businessdictionary.com/definition/market-opportunity.html",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,3b9f7138-2f5a-ea11-8290-06eaa2e18406,CustomerCampaignAssessment,,,"A evaluation of customer campaign :
- to assess the impact of the customer campaign.
- to select the active customers to be included in the customer campaign",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,8e8efdc9-33d2-e911-8296-067fa12b3460,MarketResearchReportType,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,8e8efdc9-33d2-e911-8296-067fa12b3460,MarketResearchReportType,952bdaeb-33d2-e911-8296-067fa12b3460,MarketResearchReportType,"Classification of a Market Research Report 

further classification within the report type"" market research""",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,8e8efdc9-33d2-e911-8296-067fa12b3460,MarketResearchReportType,e03c5412-34d2-e911-8296-067fa12b3460,MrketResearchReportTypeDefinition,description of what can be expected from the content of a market research report of this type,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,0b1bb11e-6bcd-e911-8296-067c35430898,Settlement,,,"Process which consists in transferring the proceeds related to a trade from one party to the next one. (ISO20022)

The completion of a transaction or of processing with the aim of discharging participants obligations through the transfer of funds and/or securities. A settlement may be final or provisional. (ECB)",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,113ad50c-a29d-e911-827a-06c73ecc951a,SavingsAccount,,,"A bank account upon which the financial position of a saving account agreement is managed. 
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,6868934a-daa4-ea11-829f-0660fb1fa966,AssetLiabilityPortfolioEntry,,,An entry posted in the AssetLiabilityPortfolio,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,44b91a94-1068-e911-8237-06dd5e24f7bc,PaymentObligation,,,"An obligation to do the payment. 

Obligation for the debtor to pay the creditor an amount of cash. (ISO20022)",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,e9641bc4-a4b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAssignmentSessionEvent,,,An event that is happened or will be happened during the assignment session of the a sales specialist support service,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,e9641bc4-a4b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAssignmentSessionEvent,81735e4f-a5b4-ea11-829f-0655b407fe5a,AssignmentSessionEventResult,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e9641bc4-a4b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAssignmentSessionEvent,b8807456-a5b4-ea11-829f-0655b407fe5a,AssignmentSessionEventDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e9641bc4-a4b4-ea11-829f-0655b407fe5a,SalesSpecialistSupportAssignmentSessionEvent,bd807456-a5b4-ea11-829f-0655b407fe5a,AssignmentSessionEventAppliedFee,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,606c73fd-2694-e911-823e-069871e4ec9c,ArrangementInvolvement,,,The involvement (role) of an instance of a party in an instance of an arrangement.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,606c73fd-2694-e911-823e-069871e4ec9c,ArrangementInvolvement,ea797699-b19d-e911-827a-06c73ecc951a,ArrangementInvolvementType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,606c73fd-2694-e911-823e-069871e4ec9c,ArrangementInvolvement,ff254686-9fa1-e911-827a-06eab14cfc22,ArrangementInvolvedPartyReference,The party that has the arrangement involvement ,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,606c73fd-2694-e911-823e-069871e4ec9c,ArrangementInvolvement,17ed6c8f-9fa1-e911-827a-06eab14cfc22,InvovedArrangementReference,The arrangement in which the party is involved,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,,,"An act, initiated by the payer or payee, of placing, transferring or withdrawing funds, irrespective of any underlying obligations between the payer and payee (a proposed definition for BIAN BOM adapted from PSD)

",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,13e877cd-1368-e911-8237-06dd5e24f7bc,PaymentTransactionType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=PaymentTransactionTypeValues,isType=f2715753-ad99-e911-827a-063e87e1daa2,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,a9ebda1e-1468-e911-8237-06dd5e24f7bc,PaymentTransactionAmount,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=PaymentTransactionAmount,isType=4b974525-8db7-e911-8291-0657c6eca57a,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=*,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,678e5b63-1468-e911-8237-06dd5e24f7bc,PaymentTransactionIdentifier,An identifier that allows to uniquely refer to a Payment Transaction.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,d3e1f83d-8a96-e911-823e-062d75b50cca,PaymentTransactionUsedMechanism,The payment mechanism the bank decides to use in the transaction to execute a payment instruction ,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,184e4746-24aa-e911-8288-0674300188c0,PaymentTransactionDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=PaymentTransactionDateTime,isType=3981251c-238e-ea11-8295-065d16bc4550,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=*,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,99ecca6c-24aa-e911-8288-0674300188c0,PaymentTransactionPurpose,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,2a0978ea-24aa-e911-8288-0674300188c0,PaymentTransactionStatus,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,2f54fa43-fabc-e911-8291-066cb8d4b6e8,PaymentTransactionAppliedFee,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=PaymentTransactionAppliedFee,isType=56fd16a3-218e-ea11-8295-065d16bc4550,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=*,,,,
Attribute,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,dbb75fe4-1f8e-ea11-8295-065d16bc4550,PaymentTransactionCurrency,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=PaymentTransactionCurrency,isType=21125b85-208e-ea11-8295-065d16bc4550,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=*,,,,
Class,83dfcf36-54b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangementFulfilmentEvent,,,The fulfilment of a product sales arrangement,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,83dfcf36-54b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangementFulfilmentEvent,5241ef1a-56b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangementFulfilmentEventType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,83dfcf36-54b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangementFulfilmentEvent,5941ef1a-56b5-ea11-829f-06ddb95e6bc8,ProductSalesArrangementFulfilmentEventDescription,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,90f79517-41ef-e911-82b5-06766225a0aa,ContactCenterAdministrativePlan,,,"A plan to administer the day to day activity in the contact center 
- to administer the assignment of individuals to servicing positions in compliance with the service configuration determined by Contact Center Management
- to track staff availability and utilization during the servicing session and making necessary assignment adjustments to deal with servicing load
- to re-assign staff to servicing positions to deal with peak loading for a specific product or service type",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,3a451382-f6a2-e911-8280-06df5c9909ce,LienFacilityArrangement,,,An arrangement stating the permission to use the funds on a deposit as collateral;This means a lien can be placed on the deposit.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,3a451382-f6a2-e911-8280-06df5c9909ce,LienFacilityArrangement,e4bf190a-f8a2-e911-8280-06df5c9909ce,LienArrangementReference,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,5308e2b6-68a9-e911-8288-061bf39b9564,ChannelActivityLog,,,A record of channel activities. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,a4698265-2b5a-ea11-8290-06eaa2e18406,CustomerCampaignManagementDuty,,,Duty to manage/assess the custome campaign,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,a4698265-2b5a-ea11-8290-06eaa2e18406,CustomerCampaignManagementDuty,9319cd9a-2b5a-ea11-8290-06eaa2e18406,CustomerCampaignManagementWorkTaskType,The type of duty for customer campaign management,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,bdef33cb-95c5-e911-8296-06227606fcb6,DeviceConfigurationOption,,,"Options for configuring a device. 
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,,,"Def.1 The insights derived from an analysis applied to an entity using specific models/evaluation methods

Def.2 A detailed examination of anything complex",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,c94e62bc-80af-e911-828c-060cf0984146,AnalysisType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=AnalysisTypeValues,isType=70799620-1f78-eb11-8305-060489ede79d,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,744fddcb-80af-e911-828c-060cf0984146,AnalysisResult,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=Text,isType=b2c5d104-8179-ea11-828d-065e1ffb056c,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,75da48de-80af-e911-828c-060cf0984146,AnalysisPeriod,The period covered by the analysis (from to date time),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=DateTimePeriod,isType=0379c313-fb48-ea11-8289-064c9ffef37a,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,712254ef-c1d3-e911-8296-0699dd1a0780,AnalysisDocument,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=Document,isType=ba9abd47-c656-e911-8237-06ecaacb4c68,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,06dd4e5e-f456-ea11-8289-06477c6de968,AnalysisDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=DateTime,isType=8ce59592-4047-ea11-8289-0680d91fd4a4,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,8feac456-c199-ea11-8295-06af1d004f9a,AnalysisSpecification,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=Text,isType=b2c5d104-8179-ea11-828d-065e1ffb056c,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,1ed869b8-58ce-e911-8296-066680ee9268,AccountRecoveryPlan,,,A plan (tasks and targets) added to the Account Recovery Case Resolution Schedule.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,628428f3-2a5a-ea11-8290-06eaa2e18406,CompetitorAnalysis,,,An assessment of the strengths and weaknesses of current and potential competitors,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,f92b69bb-2381-e911-823e-06e80039c878,ProductSalesAgreementInvolvement,,,Party roles which are involved in the product sales agreement. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,d4800541-f398-ea11-8295-06e28f66aad4,AdvertisingCampaign,,,"An advertising campaign is a specifically designed strategy that is carried out across different mediums in order to both achieve results and to increase brand awareness, sales and communication within a specific market.
https://www.cyberclick.net/advertising/advertising-campaign

A coordinated series of linked advertisements with a single idea or theme.
An advertising campaign is typically broadcast through several media channels. It may focus on a common theme and one or few brands or products, or be directed at a particular segment of the population. Successful advertising campaigns achieve far more than the sporadic advertising, and may last from a few weeks and months to years. (Business Dictionary)

Read more: http://www.businessdictionary.com/definition/advertising-campaign.html",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,8a0549e0-22b2-e911-828c-064878c57b7e,ReportInvolvement,,,"A specific role of a specific Party in the report.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ca08a49e-0bd6-e911-8296-0612a84747f6,TermDepositAgreement,,,An agreement concering an interest bearing deposit between the Bank and a corporate customer ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
