UML Type,UID Business Object,Business Object,UID Feature,Feature,Description,UID Data Type,Data Type,UID Owner,Owner Element,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
Class,5e483450-e92f-eb11-82d9-06046f4758b7,CustomerCaseRootCauseAnalysis,,,A RootCauseAnalysis of CustomerCase,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,d892e7c5-0f50-eb11-82e3-06bddbe1afcf,DirectDebitArrangement,,,A ServiceArrangement within a DirectDebitMandate authorising the creditor to instruct the bank of deptor to pay a debt specified in the third party agreement on due date (this can be one time or recurring) ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,5f0f397b-2a50-eb11-82e3-06bddbe1afcf,DirectDebitTransaction,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,1814e5b5-4970-eb11-82fd-061e1f234dd5,DirectDebitMandateInvolvement,,,A PartyRole involved in a DirectDebitMandateInvolvement,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,f4ff74b0-ae5c-eb11-82e9-065ba105bad3,DepositServiceModality,,,"The way in which a deposit service can happen.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,4b2f1a29-af5c-eb11-82e9-065ba105bad3,DepositServiceArrangementModality,,,A selection of deposit service modalities for a specific deposit service arrangement in a specific agreemen,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,416e50ca-af5c-eb11-82e9-065ba105bad3,DepositTransaction,,,A financial transaction that is the result of the fulfilment of a deposit service arrangement,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,fc943742-a1c5-e911-8296-06227606fcb6,CardPOSNetwork,,,A network for handling Card POS.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,f4caa464-5e7d-e911-823e-069ad1a2e648,CustomerCreditRatingMeasurement,,,"The application of a measurement to assess the overall credibility of a customer. 

",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,a633adb0-78d1-e911-8296-06e952cbc5d0,MarketAnalysisViewpoint,,,A manner of looking at a market in view of Market analysis,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,a633adb0-78d1-e911-8296-06e952cbc5d0,MarketAnalysisViewpoint,f8c4d368-7cd1-e911-8296-06e952cbc5d0,MarketAnalysisviewpointType,Classification of the market research viewpoint.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,a633adb0-78d1-e911-8296-06e952cbc5d0,MarketAnalysisViewpoint,3655ba86-7cd1-e911-8296-06e952cbc5d0,MarketAnalysisViewpointDescription,Description of the market research viewpoint.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,6a9a554a-04ab-ea11-829f-0691f30ba14c,TaxOptimizationAdvisoryService,,,A financial advisory service that provides tax (and compliance) related advice for product and service optimization,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,7966d6b9-ca95-ea11-8295-06710fa33e76,BrandImpactTroubleshooting,,,Assess brand impact and define and execute mitigating actions for production issues that expose the brand,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ecb3c959-0ba7-e911-8288-068d1795c1bc,RepaymentArrangement,,,Arrangement of paying back money previously borrowed from a lender. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,ecb3c959-0ba7-e911-8288-068d1795c1bc,RepaymentArrangement,1e144475-0da7-e911-8288-068d1795c1bc,RepaymentType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,6e02f897-b6a4-ea11-829f-0660fb1fa966,FinancialAsset,,,"A financial asset is an asset whose value comes from a contractual claim. These assets are frequently traded. 
https://www.accountingtools.com/articles/2017/5/9/financial-asset",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,6e02f897-b6a4-ea11-829f-0660fb1fa966,FinancialAsset,f7e658cf-baa4-ea11-829f-0660fb1fa966,FinancialAssetType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,bf36fcbc-d54c-ea11-8289-062dfdfaca58,ProductRequirement,,,A need of a product/service or a class of product/service. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,bf36fcbc-d54c-ea11-8289-062dfdfaca58,ProductRequirement,49def8bb-d84c-ea11-8289-062dfdfaca58,ProductRequirementType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=RequirementTypeValues,isType=58d77ae1-d84c-ea11-8289-062dfdfaca58,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,bf36fcbc-d54c-ea11-8289-062dfdfaca58,ProductRequirement,d7cfd436-d94c-ea11-8289-062dfdfaca58,ProductRequirementSpecification,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,574a8ba1-84a9-ea11-829f-06478228ed28,SecuritiesPositionLog,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,574a8ba1-84a9-ea11-829f-06478228ed28,SecuritiesPositionLog,5abbae9b-88a9-ea11-829f-06478228ed28,SecuritiesPositionLogAmount,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,6650b4d8-d157-ea11-8289-060c7a9911f6,CustomerCampaign,,,"A campaign to target specific individuals (current customers) that have been matched to the specific product/service in focus. 

",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,6650b4d8-d157-ea11-8289-060c7a9911f6,CustomerCampaign,8d37fbfa-7593-ea11-8295-0678c1dc520e,CustomerCampaignType,"The type or category of customer campaign (e.g. cross-sell, up-sell, retention)",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,3a88c81e-1fb5-e911-828c-06363e70c8fa,TransactionBatch,,,"A set of transactions to be executed in one time.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,3a88c81e-1fb5-e911-828c-06363e70c8fa,TransactionBatch,9b18db3e-c9c4-e911-8296-063f46cce094,BatchTransactionDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,6a2233cf-2276-e911-823e-065f1d1f71b2,CustomerProductCoverageProfileClass,,,"A value of Customer Product Profile Type whereby customer product coverage will be assessed.

",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ea29b2f8-2ca2-e911-8280-068b5ca1cd1a,GuidelineComplianceCheck,,," An assessment to check the Guideline Compliance for the bank 
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,811ed017-1794-e911-823e-069871e4ec9c,Market,,,"A Physical or virtual space where buyers, sellers, market authorities and other market parties trade products and services according to market rules.",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,f71974ec-f16f-e911-8237-06309b11004c,NostroAccount,,,"in correspondent banking, an account held by a customer bank on the books of another bank acting as a service provider. The other bank regards this account as a loro account. (ECB)",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,49afb561-ada4-ea11-829f-0660fb1fa966,CapitalMarket,,,"A capital market is an organized market in which both individuals and business entities buy and sell debt and equity securities.
https://www.accountingtools.com/articles/what-are-capital-markets.html

Capital market is a market where buyers and sellers engage in trade of financial securities like bonds, stocks, etc. The buying/selling is undertaken by participants such as individuals and institutions.

https://economictimes.indiatimes.com/definition/capital-market

",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,49afb561-ada4-ea11-829f-0660fb1fa966,CapitalMarket,9b40af09-cda4-ea11-829f-0660fb1fa966,CapitalMarketType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,ce44e0a8-3eb5-ea11-829f-06ddb95e6bc8,ProductInventory,,,An inventory of a particular product that is available for sale,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,6fc7de6f-ee98-ea11-8295-06e28f66aad4,BusinessUnitPerformanceAnalysis,,,"Monitor business unit activity, analyze performance and highlight divergence from the business unit management plan. This analysis can lead to re-assignments within the unit. ",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,,,"Financial instruments representing a sum of rights of the investor vis-a-vis the issuer. (ISO20022)


A fungible, negotiable financial instrument that holds some type of monetary value used to raise capital in public and private markets.

There are primarily three types of securities: equity - which provide ownership rights to holders, debt - which are essentially loans that are repaid with periodic payments, and hybrid - which combine aspects of debt and equity.
https://www.investopedia.com/terms/s/security.asp

Fungibility is the ability of a good or asset to be interchanged with other individual goods or assets of the same type. 
https://www.investopedia.com/terms/f/fungibility.asp

Financing or investment instruments (some negotiable, others not) bought and sold in financial markets, such as bonds, debentures, notes, options, shares (stocks), and warrants. See also security.

Read more: http://www.businessdictionary.com/definition/securities.html


A security is a financial instrument issued by a business entity or government, which gives the buyer the right to either interest payments or a share of the earnings of the issuer. 
Examples of securities are stocks, bonds, options, and warrants. 
https://www.accountingtools.com/articles/2017/5/16/security?rq=security",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,23717070-87a9-ea11-829f-06478228ed28,SecurityType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,3f23a10d-1eab-ea11-829f-0691f30ba14c,SecurityAmount,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,ffe016a6-7ba9-ea11-829f-06478228ed28,Security,3cdec730-21ab-ea11-829f-0691f30ba14c,SecurityPrice,The prevailing bank buy/sell quote for the security,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,10d9ab80-67d1-e911-8296-06e952cbc5d0,EBranchChannel,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,67df07ad-1981-e911-823e-06e233b9c772,BankingProductAgreement,,,An agreement with subject matter banking services.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,72f082d3-3cb4-e911-828c-0615b1d713aa,CustomerContacSession,,,A session involving contact between a customer and a financial institution.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ce77e0a4-92b0-ea11-829f-06e9ae0e1608,InvestmentAccountArrangementFulfilmentEven,,,Fulfilment of Investment Account Arrangement,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,c35cdbed-6380-e911-823e-066c44d66510,EventInvolvement,,,"The involvement (role) of an instance of a party in an instance of an event.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,758bb043-aa8f-ea11-8295-06a675516730,ProspectCampaignMetric,,,Metric that is defined to assess the target and actual impact of the campaign,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,758bb043-aa8f-ea11-8295-06a675516730,ProspectCampaignMetric,5bd62e7a-aa8f-ea11-8295-06a675516730,ProspectCampaignMetricDefinition,"A description of the metric, defining how it is to be measured in deployment",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,758bb043-aa8f-ea11-8295-06a675516730,ProspectCampaignMetric,0c38dca1-aa8f-ea11-8295-06a675516730,ProspectCampaignMetricGoal,A description of the target performance for the metric that can be defined for different usage scenarios as appropriate,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,37bc2c57-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectory,,,A directory whose entries represent parties that can be a Legal Entity,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,,,An Operating Session using an e-Branch Channel,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,57507bd2-afd0-e911-8296-0616e6ad87a8,EBranchSessionServiceMenu,Reference to the e-Branch Channel Service Menu used in the session,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,8f7d0bac-b7d0-e911-8296-0616e6ad87a8,EBranchChannelSessionDirection,Indication of where the EBranchChannelSession was originated (inbound or outbound),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=ChannelSessionDirection,isType=7c6979d4-b7d0-e911-8296-0616e6ad87a8,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,50485d01-bad0-e911-8296-0616e6ad87a8,EBranchChannelSessionAccessDeviceReference,"Refernce to the Device used to receive access to the EBranchChannel Session

in case an authorisation is required",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,5be450dd-bbd0-e911-8296-0616e6ad87a8,EBranchChannelSessionDeviceReference,"Reference to a device used  the EBranchChannelSession 

needs to be understood combined with ""role"", e.g. authentication, authorisation, connection... ",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,ccba726e-acd7-e911-82a8-06ff143686d8,EBranchSessionDeviceRole,"The role a device plays in a channelsession

e.g. authentication, authorisation, connection... 
",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,a651f754-eca4-ea11-829f-0660fb1fa966,InteractiveHelpServiceSession,,,The operation of an Interactive Help Service for a bounded period of time.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,baf84f9a-1195-ea11-8295-06c610ca3b44,ServicingRootCauseAnalysis,,,An analysis for identifying the root causes of servicing anomalies,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,ced4591e-2244-ea11-8289-068ff87429a4,CampaignDesignSpecification,,,"A design specification defined for a campaign  (e.g. customer campaign, prospect campaign)
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,ced4591e-2244-ea11-8289-068ff87429a4,CampaignDesignSpecification,180b4f29-5465-eb11-82ee-06b6c49a40d9,CampaignDesignSpecificationType,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,baeb22b8-07b5-e911-828c-06363e70c8fa,ECommerceGatewaySession,,,The operation of e-commerce Gateway Service/System for a bounded period of time. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,f5145a15-138d-e911-823e-067b7da9d714,Session,,,"The operation of a system -- typically an automated system -- for a bounded period of time.

Semi-permanent container of state for an information exchange with a system.

Time-bounded, temporal unit of context and continuity, identifying a unit of work.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,f5145a15-138d-e911-823e-067b7da9d714,Session,90da8134-73d1-e911-8296-06e952cbc5d0,SessionDuration,The time the session was active,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,f5145a15-138d-e911-823e-067b7da9d714,Session,449ecb21-7ef2-ea11-82be-06b80843e3ff,SessionDateTime,Key dates and times for the session,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,91f0f2a4-3bca-e911-8296-0635f2119d82,DirectDebitMandateDirectory,,,A directory/collections of direct debit mandates provided by customers.,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,,,"A step-by-step sequence of activities or course of action to perform a supporting office activity within the enterprise.

A procedure is a series of steps, taken together, to achieve a desired result. 

Procedure as Generic Artifact: The performance of a supporting office activity within the enterprise (not product/service fulfillment specific)",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,d9615215-89b7-e911-8291-0657c6eca57a,ProcedureType,A Classification value that distinguishes between the type of process undertaken within Procedure,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,8a08481e-89b7-e911-8291-0657c6eca57a,ProcedureDateTime,,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,0680c8ba-fa11-eb11-82c5-06dd7fab9bf5,ProcedureRequest,Request to process something (most refers to Asset Type),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,943281e2-fa11-eb11-82c5-06dd7fab9bf5,ProcedureSchedule,Timetable to process something (most refers to the Asset Type),Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,376cae7c-fb11-eb11-82c5-06dd7fab9bf5,ProcedureStatus,"The status of  Procedure
",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,c4c0b912-717c-e911-823e-06546fdb7546,Object Type,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,5214d0bc-2576-e911-823e-065f1d1f71b2,Customer,,,"Party who is the buyer of the financial products or services of a financial institution.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,9ac9c67c-6fc9-e911-8296-067806600528,CardCase,,,A dispute related to the card payment. ,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,c2720b22-6cb7-e911-8291-0657c6eca57a,CardClearingSettlementArrangement,,,"An arrangement (obligation and right) defined for doing the clearing and settlement of a card based transaction or a batch of card based transactions.
",Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Class,75aa09d0-8c96-e911-823e-066b14f5b0ba,ACHSession,,,,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,75aa09d0-8c96-e911-823e-066b14f5b0ba,ACHSession,6f087e18-c196-e911-823e-063411acec0a,ACHSessionIdentifier,An identifier that allows to uniquely refer to an instance of an ACH Session.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Class,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,,,Instruction to execute a payment from a payer to a payee,Visibility=public,isSpecification=false,isRoot=false,isLeaf=false,,isActive=false,isAbstract=false,,,,,,,,,
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,d5c9b69e-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstructionType,"Classification of the Money Transfer Instruction according to the event that lead to the instruction

e.g. withdrawal, interest disbursement, direct debit, card payment.",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,cbde55b6-c1ab-e911-828c-0679464e26a4,MoneyTransferInstructionAmount,Amount of money to be transferred.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,672395ca-c1ab-e911-828c-0679464e26a4,MoneyTransferInstructionAmountCurrency,Currency in which the transfer amount is expressed.,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,889401db-c1ab-e911-828c-0679464e26a4,MoneyTransferInstructionPurpose,"The reason why the instruction is given

can be reference to a lot of information, concerning e.g. a purchase, an arrangement fulfillment event, a billing period...",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,c0c4b66b-c2ab-e911-828c-0679464e26a4,MoneyTransferInstructionRequestedMechanism,"The network to be used for the processing of the money transfer instruction as requested in the instruction.
e.g. instant SEPA?",Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=,,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
Attribute,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,db712661-c3ab-e911-828c-0679464e26a4,MoneyTransferInstructionStatus,The processing status of the instruction,Visibility=public,Multivalued=false,Mandatory=false,DefaultValue=,isDerived=false,isReadOnly=false,isType=InstructionStatus,isType=6fcdfcf3-ada3-e911-8284-065b2e50bbd8,MultiplicityElement.isOrdered=false,MultiplicityElement.isUnique=true,MultiplicityElement.Lower=1,MultiplicityElement.Upper=1,,,,
