UID Class Diagram,UID Relation,UID BO From,BO From,UID BO To,BO To
9f5d8025-c880-e911-823e-065e8061d7e6,e2585498-1981-e911-823e-06e233b9c772,adcd4b41-1981-e911-823e-06e233b9c772,PaymentWarrantyArrangement,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction
9f5d8025-c880-e911-823e-065e8061d7e6,3412ca21-2581-e911-823e-06e233b9c772,3eafdecd-1c81-e911-823e-06e233b9c772,CollateralAllocationRequest,b137e2c5-ca80-e911-823e-065e8061d7e6,CollateralAssetAllocation
9f5d8025-c880-e911-823e-065e8061d7e6,26bbcdeb-1c81-e911-823e-06e233b9c772,3eafdecd-1c81-e911-823e-06e233b9c772,CollateralAllocationRequest,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction
9f5d8025-c880-e911-823e-065e8061d7e6,6cec6e8b-7292-e911-823e-0616b0d596e4,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction,7effad6e-9965-e911-8237-06eba4258fe0,Instruction
9f5d8025-c880-e911-823e-065e8061d7e6,7ba77739-2381-e911-823e-06e233b9c772,67df07ad-1981-e911-823e-06e233b9c772,BankingProductAgreement,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement
9f5d8025-c880-e911-823e-065e8061d7e6,74401af1-1a81-e911-823e-06e233b9c772,5e8ac218-7780-e911-823e-061de61e9206,CollateralAgreement,adcd4b41-1981-e911-823e-06e233b9c772,PaymentWarrantyArrangement
9f5d8025-c880-e911-823e-065e8061d7e6,31bfafa9-ff7c-eb11-8309-066fc2da13f9,6b37300c-c056-e911-8237-06ecaacb4c68,CollateralAsset,30a4d16d-6080-e911-823e-061de61e9206,Asset
5b238d29-0594-e911-823e-069871e4ec9c,c84bdcee-0594-e911-823e-069871e4ec9c,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,37f569ba-0594-e911-823e-069871e4ec9c,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct
5b238d29-0594-e911-823e-069871e4ec9c,ec518d0d-1994-e911-823e-069871e4ec9c,56097f9d-1894-e911-823e-069871e4ec9c,CurrentAccount,9fe05cf9-fd60-e911-8237-068e13695e26,Account
5b238d29-0594-e911-823e-069871e4ec9c,4c147fc4-1894-e911-823e-069871e4ec9c,56097f9d-1894-e911-823e-069871e4ec9c,CurrentAccount,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,126aac53-9396-e911-823e-062d75b50cca,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement
5b238d29-0594-e911-823e-069871e4ec9c,8ff0b171-9396-e911-823e-062d75b50cca,ca976c42-7c96-e911-823e-062d75b50cca,SweepArrangement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,f4a2a582-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,ca197cf7-e497-e911-827a-06d89370a58e,PaymentService
5b238d29-0594-e911-823e-069871e4ec9c,df838589-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,6ecbaa2f-e597-e911-827a-06d89370a58e,DepositService
5b238d29-0594-e911-823e-069871e4ec9c,ce61e8a0-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,a61bbf01-e597-e911-827a-06d89370a58e,WithdrawalService
5b238d29-0594-e911-823e-069871e4ec9c,34c54d9a-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,0250b837-e797-e911-827a-06d89370a58e,LienFeature
5b238d29-0594-e911-823e-069871e4ec9c,a81bb9e9-9396-e911-823e-062d75b50cca,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,973032b7-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,3ff13944-e797-e911-827a-06d89370a58e,SweepFeature
5b238d29-0594-e911-823e-069871e4ec9c,2eb79269-9396-e911-823e-062d75b50cca,01d64189-5c96-e911-823e-062d75b50cca,DepositServiceArrangement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,628a075a-9396-e911-823e-062d75b50cca,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement
5b238d29-0594-e911-823e-069871e4ec9c,8ea668c1-9396-e911-823e-062d75b50cca,a6ea66b8-8596-e911-823e-062d75b50cca,PaymentServiceArrangement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,fc1610b0-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,3ffd5d93-e297-e911-827a-06d89370a58e,FeeProductFeature
5b238d29-0594-e911-823e-069871e4ec9c,ab5560a9-9196-e911-823e-062d75b50cca,f0129ac2-3394-e911-823e-069871e4ec9c,InterestArrangement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,2780cba8-ee97-e911-827a-06d89370a58e,506769af-0594-e911-823e-069871e4ec9c,CurrentAccountProduct,30f9849a-e297-e911-827a-06d89370a58e,InterestProductFeature
5b238d29-0594-e911-823e-069871e4ec9c,e5727efe-a486-e911-823e-062687e6a904,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,823053bb-a486-e911-823e-062687e6a904,ProductFeature
5b238d29-0594-e911-823e-069871e4ec9c,5f6f4d8a-a5a4-e911-8284-062084c0b880,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement,b5a55978-a5a4-e911-8284-062084c0b880,FeeArrangementFulfilmentEvent
5b238d29-0594-e911-823e-069871e4ec9c,4fd9b1d9-94a4-e911-8284-062084c0b880,f0129ac2-3394-e911-823e-069871e4ec9c,InterestArrangement,84fa164a-2198-e911-827a-06b20c6b9b78,InterestArrangementModality
5b238d29-0594-e911-823e-069871e4ec9c,0912905f-b7a4-e911-8284-062084c0b880,ca976c42-7c96-e911-823e-062d75b50cca,SweepArrangement,2b542337-b6a4-e911-8284-062084c0b880,SweepArrangementFulfilmentEvent
5b238d29-0594-e911-823e-069871e4ec9c,780e12ed-ff97-e911-827a-06d89370a58e,f0129ac2-3394-e911-823e-069871e4ec9c,InterestArrangement,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent
5b238d29-0594-e911-823e-069871e4ec9c,2e3c6320-7aac-e911-828c-064985deff14,2b542337-b6a4-e911-8284-062084c0b880,SweepArrangementFulfilmentEvent,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction
5b238d29-0594-e911-823e-069871e4ec9c,8f8c4941-7aac-e911-828c-064985deff14,b5a55978-a5a4-e911-8284-062084c0b880,FeeArrangementFulfilmentEvent,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction
5b238d29-0594-e911-823e-069871e4ec9c,bedf98d5-10ab-e911-828c-0605e339c9ac,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,63628987-10ab-e911-828c-0605e339c9ac,WithdrawalInstruction
5b238d29-0594-e911-823e-069871e4ec9c,479e1f28-7aac-e911-828c-064985deff14,63628987-10ab-e911-828c-0605e339c9ac,WithdrawalInstruction,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction
5b238d29-0594-e911-823e-069871e4ec9c,da6e752e-7aac-e911-828c-064985deff14,7dfa7ee3-10ab-e911-828c-0605e339c9ac,DepositInstruction,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction
5b238d29-0594-e911-823e-069871e4ec9c,ae38a514-11ab-e911-828c-0605e339c9ac,01d64189-5c96-e911-823e-062d75b50cca,DepositServiceArrangement,7dfa7ee3-10ab-e911-828c-0605e339c9ac,DepositInstruction
5b238d29-0594-e911-823e-069871e4ec9c,932dc437-7aac-e911-828c-064985deff14,e591ecbf-ff97-e911-827a-06d89370a58e,InterestArrangementFulfilmentEvent,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction
5b238d29-0594-e911-823e-069871e4ec9c,b2d71fd9-c7ab-e911-828c-0679464e26a4,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction
5b238d29-0594-e911-823e-069871e4ec9c,509498b8-f097-e911-827a-06d89370a58e,823053bb-a486-e911-823e-062687e6a904,ProductFeature,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement
5b238d29-0594-e911-823e-069871e4ec9c,902a0869-1bab-ea11-829f-0691f30ba14c,cdca7e45-1bab-ea11-829f-0691f30ba14c,CurrentAccountAgreement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,23586a83-1bab-ea11-829f-0691f30ba14c,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement
5b238d29-0594-e911-823e-069871e4ec9c,b8c53f7c-1bab-ea11-829f-0691f30ba14c,cdca7e45-1bab-ea11-829f-0691f30ba14c,CurrentAccountAgreement,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement
5b238d29-0594-e911-823e-069871e4ec9c,f40f82dc-a0d1-ea11-82b1-061e3979cf2c,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement
5b238d29-0594-e911-823e-069871e4ec9c,f5e1d9dc-0a68-e911-8237-06dd5e24f7bc,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement
5b238d29-0594-e911-823e-069871e4ec9c,936b720e-8d9e-e911-827a-06e8627b9e66,7301eaaf-8c9e-e911-827a-06e8627b9e66,AccountStatement,9fe05cf9-fd60-e911-8237-068e13695e26,Account
5b238d29-0594-e911-823e-069871e4ec9c,fd421307-8d9e-e911-827a-06e8627b9e66,fc930fc2-8c9e-e911-827a-06e8627b9e66,InformationArrangement,7301eaaf-8c9e-e911-827a-06e8627b9e66,AccountStatement
5b238d29-0594-e911-823e-069871e4ec9c,72635e96-6f2a-eb11-82d9-06551d8b4055,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement,fc930fc2-8c9e-e911-827a-06e8627b9e66,InformationArrangement
f0c10980-ced7-e911-82a8-0667cb2841e8,45f8d7e7-cfd7-e911-82a8-0667cb2841e8,2cf128b8-cfd7-e911-82a8-0667cb2841e8,LocationDirectory,9f7ffac8-cfd7-e911-82a8-0667cb2841e8,LocationDirectoryEntry
f0c10980-ced7-e911-82a8-0667cb2841e8,fcd0f518-d0d7-e911-82a8-0667cb2841e8,9f7ffac8-cfd7-e911-82a8-0667cb2841e8,LocationDirectoryEntry,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry
f0c10980-ced7-e911-82a8-0667cb2841e8,795efe0f-d0d7-e911-82a8-0667cb2841e8,063a0dcf-0561-e911-8237-068e13695e26,Location,9f7ffac8-cfd7-e911-82a8-0667cb2841e8,LocationDirectoryEntry
f0c10980-ced7-e911-82a8-0667cb2841e8,00d1f518-d0d7-e911-82a8-0667cb2841e8,2cf128b8-cfd7-e911-82a8-0667cb2841e8,LocationDirectory,f09a608f-d877-e911-823e-067f69a9229a,Directory
38beca71-8dd8-e911-82a8-06d35e1e0220,4178034c-93d8-e911-82a8-06d35e1e0220,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,5487c292-92d8-e911-82a8-06d35e1e0220,TransactionApplication
38beca71-8dd8-e911-82a8-06d35e1e0220,33e9d4f3-efce-e911-8296-06bf764cb4bc,db6f99fb-eece-e911-8296-06bf764cb4bc,State,6f241ded-efce-e911-8296-06bf764cb4bc,Measure
38beca71-8dd8-e911-82a8-06d35e1e0220,84bd5b40-93d8-e911-82a8-06d35e1e0220,93e86fe8-91d8-e911-82a8-06d35e1e0220,TrialTransactionImpactMeasure,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction
38beca71-8dd8-e911-82a8-06d35e1e0220,63089ce2-92d8-e911-82a8-06d35e1e0220,41f306d5-8fd8-e911-82a8-06d35e1e0220,FinancialPositionState,5487c292-92d8-e911-82a8-06d35e1e0220,TransactionApplication
38beca71-8dd8-e911-82a8-06d35e1e0220,5dd7a2dd-8fd8-e911-82a8-06d35e1e0220,41f306d5-8fd8-e911-82a8-06d35e1e0220,FinancialPositionState,db6f99fb-eece-e911-8296-06bf764cb4bc,State
38beca71-8dd8-e911-82a8-06d35e1e0220,e1e1f526-90d8-e911-82a8-06d35e1e0220,f1b3b0f9-8fd8-e911-82a8-06d35e1e0220,FinancialPosition,41f306d5-8fd8-e911-82a8-06d35e1e0220,FinancialPositionState
38beca71-8dd8-e911-82a8-06d35e1e0220,0044b6d8-92d8-e911-82a8-06d35e1e0220,41f306d5-8fd8-e911-82a8-06d35e1e0220,FinancialPositionState,93e86fe8-91d8-e911-82a8-06d35e1e0220,TrialTransactionImpactMeasure
abb03e22-19cf-e911-8296-06bf764cb4bc,ce0ee36c-1ccf-e911-8296-06bf764cb4bc,37bc2c57-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectory,f09a608f-d877-e911-823e-067f69a9229a,Directory
abb03e22-19cf-e911-8296-06bf764cb4bc,6611a7b0-1ccf-e911-8296-06bf764cb4bc,27b88077-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectoryEntry,6f53fd37-8257-e911-8237-0645314e65ac,Party
abb03e22-19cf-e911-8296-06bf764cb4bc,6c3f97ba-1ccf-e911-8296-06bf764cb4bc,37bc2c57-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectory,27b88077-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectoryEntry
abb03e22-19cf-e911-8296-06bf764cb4bc,3db3e88a-1ccf-e911-8296-06bf764cb4bc,27b88077-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectoryEntry,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry
abb03e22-19cf-e911-8296-06bf764cb4bc,cac23db5-a6f1-e911-82b5-06f9534b74c8,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,8ea1bf11-a6f1-e911-82b5-06f9534b74c8,OrganizationLocation
abb03e22-19cf-e911-8296-06bf764cb4bc,c00a4fac-e577-e911-823e-067f69a9229a,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation
abb03e22-19cf-e911-8296-06bf764cb4bc,ce373b9e-8357-e911-8237-0645314e65ac,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,6f53fd37-8257-e911-8237-0645314e65ac,Party
abb03e22-19cf-e911-8296-06bf764cb4bc,3c8302aa-a6f1-e911-82b5-06f9534b74c8,063a0dcf-0561-e911-8237-068e13695e26,Location,8ea1bf11-a6f1-e911-82b5-06f9534b74c8,OrganizationLocation
abb03e22-19cf-e911-8296-06bf764cb4bc,c124510a-f5ef-e911-82b5-061762718aaa,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,ab98bae6-f4ef-e911-82b5-061762718aaa,OrganizationInvolvement
abb03e22-19cf-e911-8296-06bf764cb4bc,1a61d351-34cf-e911-8296-06bf764cb4bc,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,a3008920-34cf-e911-8296-06bf764cb4bc,OrganisationProfile
abb03e22-19cf-e911-8296-06bf764cb4bc,d0e3c7b4-24cf-e911-8296-06bf764cb4bc,063a0dcf-0561-e911-8237-068e13695e26,Location,de2498cb-6188-e911-823e-06b09c770f0c,Jurisdiction
abb03e22-19cf-e911-8296-06bf764cb4bc,0cde2513-e377-e911-823e-067f69a9229a,5f9548fc-e277-e911-823e-067f69a9229a,ContactPoint,6f53fd37-8257-e911-8237-0645314e65ac,Party
abb03e22-19cf-e911-8296-06bf764cb4bc,4503bd81-8257-e911-8237-0645314e65ac,6f53fd37-8257-e911-8237-0645314e65ac,Party,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole
abb03e22-19cf-e911-8296-06bf764cb4bc,9f9fbb85-05c1-ea11-82a9-0697753afb68,d4d0de74-94f1-e911-82b5-06f9534b74c8,PartyRelationshipAgreement,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement
abb03e22-19cf-e911-8296-06bf764cb4bc,c8aeb4b9-38cf-e911-8296-06bf764cb4bc,fa6490a1-8957-e911-8237-0645314e65ac,PartyRelationship,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole
abb03e22-19cf-e911-8296-06bf764cb4bc,d445d6c8-39cf-e911-8296-06bf764cb4bc,d4d0de74-94f1-e911-82b5-06f9534b74c8,PartyRelationshipAgreement,fa6490a1-8957-e911-8237-0645314e65ac,PartyRelationship
abb03e22-19cf-e911-8296-06bf764cb4bc,d43d0e35-3bcf-e911-8296-06bf764cb4bc,a442f4fb-3acf-e911-8296-06bf764cb4bc,ShareholdingProfile,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation
a6e70e87-acaf-e911-828c-060cf0984146,ee1ee9a1-bfd7-e911-82a8-06ff143686d8,8a676056-bed7-e911-82a8-06ff143686d8,MarketInformationSwitch,fc081a98-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchServiceProfile
a6e70e87-acaf-e911-828c-060cf0984146,e851b984-c1d7-e911-82a8-06ff143686d8,6f53fd37-8257-e911-8237-0645314e65ac,Party,d58b372b-c1d7-e911-82a8-06ff143686d8,User
a6e70e87-acaf-e911-828c-060cf0984146,dc4ef5a2-c2d7-e911-82a8-06ff143686d8,d58b372b-c1d7-e911-82a8-06ff143686d8,User,6d64a3db-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchSession
a6e70e87-acaf-e911-828c-060cf0984146,24aa0b63-c2d7-e911-82a8-06ff143686d8,d58b372b-c1d7-e911-82a8-06ff143686d8,User,1ea28055-c2d7-e911-82a8-06ff143686d8,UserAccessRight
a6e70e87-acaf-e911-828c-060cf0984146,b6ae80ab-bed7-e911-82a8-06ff143686d8,8a676056-bed7-e911-82a8-06ff143686d8,MarketInformationSwitch,d11a919d-bed7-e911-82a8-06ff143686d8,MarketInformationSwitchService
a6e70e87-acaf-e911-828c-060cf0984146,24fb6d1d-c0d7-e911-82a8-06ff143686d8,6d64a3db-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchSession,fc081a98-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchServiceProfile
a6e70e87-acaf-e911-828c-060cf0984146,69bb2cf5-7fd8-e911-82a8-06740d90dcce,6d64a3db-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchSession,c09059ab-7fd8-e911-82a8-06740d90dcce,MarketInformationSwitchSessionService
a6e70e87-acaf-e911-828c-060cf0984146,081f097b-70d8-e911-82a8-06f7388c4ddc,1ffe1e31-bcd7-e911-82a8-06ff143686d8,InformationService,8e5ac3ee-f490-e911-823e-06f3e7d1f9c0,SystemService
a6e70e87-acaf-e911-828c-060cf0984146,1420ff51-7bd8-e911-82a8-06740d90dcce,1ea28055-c2d7-e911-82a8-06ff143686d8,UserAccessRight,fc081a98-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchServiceProfile
a6e70e87-acaf-e911-828c-060cf0984146,6bbc1b1e-c2d7-e911-82a8-06ff143686d8,f52e83c7-c1d7-e911-82a8-06ff143686d8,SystemServiceAccessProfile,8e5ac3ee-f490-e911-823e-06f3e7d1f9c0,SystemService
a6e70e87-acaf-e911-828c-060cf0984146,11bfc3e5-c2d7-e911-82a8-06ff143686d8,8a676056-bed7-e911-82a8-06ff143686d8,MarketInformationSwitch,6fd7342a-138d-e911-823e-067b7da9d714,System
a6e70e87-acaf-e911-828c-060cf0984146,3e1d5919-80d8-e911-82a8-06740d90dcce,c09059ab-7fd8-e911-82a8-06740d90dcce,MarketInformationSwitchSessionService,fa519742-c0d7-e911-82a8-06ff143686d8,MarketInformationSwitchSessionServiceSource
a6e70e87-acaf-e911-828c-060cf0984146,ab0eb6b7-7ad8-e911-82a8-06740d90dcce,fc081a98-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchServiceProfile,f52e83c7-c1d7-e911-82a8-06ff143686d8,SystemServiceAccessProfile
a6e70e87-acaf-e911-828c-060cf0984146,e29e2630-c2d7-e911-82a8-06ff143686d8,6fd7342a-138d-e911-823e-067b7da9d714,System,f52e83c7-c1d7-e911-82a8-06ff143686d8,SystemServiceAccessProfile
a6e70e87-acaf-e911-828c-060cf0984146,f745a0c4-bed7-e911-82a8-06ff143686d8,d11a919d-bed7-e911-82a8-06ff143686d8,MarketInformationSwitchService,1ffe1e31-bcd7-e911-82a8-06ff143686d8,InformationService
a6e70e87-acaf-e911-828c-060cf0984146,beb784be-bfd7-e911-82a8-06ff143686d8,fc081a98-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchServiceProfile,d11a919d-bed7-e911-82a8-06ff143686d8,MarketInformationSwitchService
a6e70e87-acaf-e911-828c-060cf0984146,8bbfe957-bfd7-e911-82a8-06ff143686d8,d11a919d-bed7-e911-82a8-06ff143686d8,MarketInformationSwitchService,567eae41-bfd7-e911-82a8-06ff143686d8,MarketInformationServiceSource
a6e70e87-acaf-e911-828c-060cf0984146,4503ae00-f590-e911-823e-06f3e7d1f9c0,6fd7342a-138d-e911-823e-067b7da9d714,System,8e5ac3ee-f490-e911-823e-06f3e7d1f9c0,SystemService
a6e70e87-acaf-e911-828c-060cf0984146,369a353b-82d8-e911-82a8-06740d90dcce,6d64a3db-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchSession,f5145a15-138d-e911-823e-067b7da9d714,Session
a6e70e87-acaf-e911-828c-060cf0984146,782b1970-bfd7-e911-82a8-06ff143686d8,567eae41-bfd7-e911-82a8-06ff143686d8,MarketInformationServiceSource,1ffe1e31-bcd7-e911-82a8-06ff143686d8,InformationService
a6e70e87-acaf-e911-828c-060cf0984146,8fd0d383-c2d7-e911-82a8-06ff143686d8,f52e83c7-c1d7-e911-82a8-06ff143686d8,SystemServiceAccessProfile,1ea28055-c2d7-e911-82a8-06ff143686d8,UserAccessRight
a6e70e87-acaf-e911-828c-060cf0984146,541dbc08-80d8-e911-82a8-06740d90dcce,d11a919d-bed7-e911-82a8-06ff143686d8,MarketInformationSwitchService,c09059ab-7fd8-e911-82a8-06740d90dcce,MarketInformationSwitchSessionService
a6e70e87-acaf-e911-828c-060cf0984146,612eb928-82d8-e911-82a8-06740d90dcce,f5145a15-138d-e911-823e-067b7da9d714,Session,f52e83c7-c1d7-e911-82a8-06ff143686d8,SystemServiceAccessProfile
a6e70e87-acaf-e911-828c-060cf0984146,e44b12ff-79d8-e911-82a8-06740d90dcce,1ffe1e31-bcd7-e911-82a8-06ff143686d8,InformationService,8f307ee7-79d8-e911-82a8-06740d90dcce,InformationServiceInstance
a6e70e87-acaf-e911-828c-060cf0984146,d37ea653-83d8-e911-82a8-06740d90dcce,8e5ac3ee-f490-e911-823e-06f3e7d1f9c0,SystemService,3f75561c-83d8-e911-82a8-06740d90dcce,SystemServiceInstance
a6e70e87-acaf-e911-828c-060cf0984146,fa4e56c7-168d-e911-823e-067b7da9d714,6fd7342a-138d-e911-823e-067b7da9d714,System,f5145a15-138d-e911-823e-067b7da9d714,Session
a6e70e87-acaf-e911-828c-060cf0984146,c40a5b0c-c0d7-e911-82a8-06ff143686d8,8a676056-bed7-e911-82a8-06ff143686d8,MarketInformationSwitch,6d64a3db-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchSession
a6e70e87-acaf-e911-828c-060cf0984146,d6eb743b-83d8-e911-82a8-06740d90dcce,f5145a15-138d-e911-823e-067b7da9d714,Session,3f75561c-83d8-e911-82a8-06740d90dcce,SystemServiceInstance
a6e70e87-acaf-e911-828c-060cf0984146,bd78e732-83d8-e911-82a8-06740d90dcce,8f307ee7-79d8-e911-82a8-06740d90dcce,InformationServiceInstance,3f75561c-83d8-e911-82a8-06740d90dcce,SystemServiceInstance
a6e70e87-acaf-e911-828c-060cf0984146,d194f4aa-7bd8-e911-82a8-06740d90dcce,8f307ee7-79d8-e911-82a8-06740d90dcce,InformationServiceInstance,fa519742-c0d7-e911-82a8-06ff143686d8,MarketInformationSwitchSessionServiceSource
0eab641b-6176-e911-823e-067486981364,d0fc44e7-1f8d-e911-823e-067b7da9d714,b000c71e-178d-e911-823e-067b7da9d714,CustomerDialogueSession,56af07d7-8575-e911-823e-064d1e9fbc72,CustomerContact
0eab641b-6176-e911-823e-067486981364,83a01932-178d-e911-823e-067b7da9d714,b000c71e-178d-e911-823e-067b7da9d714,CustomerDialogueSession,f5145a15-138d-e911-823e-067b7da9d714,Session
0eab641b-6176-e911-823e-067486981364,faf8c73f-9ad0-e911-8296-061886980330,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,aaf886eb-95d0-e911-8296-061886980330,EBranchChannelSessionReport
0eab641b-6176-e911-823e-067486981364,466be751-98d0-e911-8296-061886980330,a077bf34-98d0-e911-8296-061886980330,ProductionIssueInvolvement,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole
0eab641b-6176-e911-823e-067486981364,592d0538-9ad0-e911-8296-061886980330,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,92c8be6e-97d0-e911-8296-061886980330,EBranchChannelSessionIssue
0eab641b-6176-e911-823e-067486981364,3bba2523-2ca9-e911-8288-061bf39b9564,b000c71e-178d-e911-823e-067b7da9d714,CustomerDialogueSession,861533f6-2ba9-e911-8288-061bf39b9564,SessionDialogueLogEntry
0eab641b-6176-e911-823e-067486981364,a28cb60e-2ca9-e911-8288-061bf39b9564,7ca66bda-b0a4-e911-8284-06aa98c8c004,SessionDialogueLog,861533f6-2ba9-e911-8288-061bf39b9564,SessionDialogueLogEntry
0eab641b-6176-e911-823e-067486981364,e6496711-57a9-e911-8288-061bf39b9564,afba3cc0-56a9-e911-8288-061bf39b9564,ContactInvolvement,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole
0eab641b-6176-e911-823e-067486981364,1a4d5018-98d0-e911-8296-061886980330,aaf886eb-95d0-e911-8296-061886980330,EBranchChannelSessionReport,a68b4bcf-97d0-e911-8296-061886980330,SessionReport
0eab641b-6176-e911-823e-067486981364,dfe17e18-57a9-e911-8288-061bf39b9564,56af07d7-8575-e911-823e-064d1e9fbc72,CustomerContact,afba3cc0-56a9-e911-8288-061bf39b9564,ContactInvolvement
0eab641b-6176-e911-823e-067486981364,7ef26b0c-98d0-e911-8296-061886980330,f5145a15-138d-e911-823e-067b7da9d714,Session,a68b4bcf-97d0-e911-8296-061886980330,SessionReport
0eab641b-6176-e911-823e-067486981364,e3fcb049-9ad0-e911-8296-061886980330,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,6c234bee-98d0-e911-8296-061886980330,EBranchChannelServiceMenu
0eab641b-6176-e911-823e-067486981364,5138c723-68d1-e911-8296-06e952cbc5d0,6aef109f-99d0-e911-8296-061886980330,EBranchChannelSession,b000c71e-178d-e911-823e-067b7da9d714,CustomerDialogueSession
