UID Relation,Relation Name,UID BO From,From,Relationship From properties,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,UID  BO To,To,Relationship To properties,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16
7261101f-74fa-e911-82bd-060c1aa554c0,,d8efdc59-4efa-e911-82bd-06e507138132,EmployeePayroll,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e7ee84d3-73fa-e911-82bd-060c1aa554c0,EmployeeSalary,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
b0b50a6f-02fb-e911-82bd-067729125860,,c7f32ee2-78fa-e911-82bd-060c1aa554c0,EmployeeTraining,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,80d9294d-02fb-e911-82bd-067729125860,TrainingLifecyclePhase,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
0b3e544f-6efa-e911-82bd-060c1aa554c0,,d6e6bdc1-6dfa-e911-82bd-060c1aa554c0,EmployeeAssignment,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,021de562-50fa-e911-82bd-06e507138132,AssignmentLifecyclePhase,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
f2b7db32-41fa-e911-82bd-06e507138132,,c412fec5-26f7-e911-82bd-06554362bd22,EmployeeRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public,5b5afda9-27f7-e911-82bd-06554362bd22,EmployeeRelationshipLifecyclePhase,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=*,visibility=public
b4af9afd-4ffa-e911-82bd-06e507138132,,c412fec5-26f7-e911-82bd-06554362bd22,EmployeeRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,5fe59fe3-4ffa-e911-82bd-06e507138132,EmployeeExpense,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
7422d229-74fa-e911-82bd-060c1aa554c0,,c412fec5-26f7-e911-82bd-06554362bd22,EmployeeRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e7ee84d3-73fa-e911-82bd-060c1aa554c0,EmployeeSalary,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
8e48d266-3ffa-e911-82bd-06e507138132,,c412fec5-26f7-e911-82bd-06554362bd22,EmployeeRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,da39738d-3efa-e911-82bd-06e507138132,EmployeeRelationshipInvolvement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
693479b4-826a-e911-8237-061b75d0d318,,44b91a94-1068-e911-8237-06dd5e24f7bc,PaymentObligation,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,18be1517-756a-e911-8237-061b75d0d318,CardPaymentTransaction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
96163b79-65b7-e911-8291-0657c6eca57a,,73eec8d0-8071-e911-823e-0681a0c1a2d0,ClearingAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e044b3b6-8271-e911-823e-0681a0c1a2d0,ClearingSettlementArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
a3e71a17-ea9c-e911-827a-06330851e5be,,275f8937-e89c-e911-827a-06330851e5be,PaymentServiceProvider,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public,945db559-e89c-e911-827a-06330851e5be,PaymentServiceProvidingAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public
0031f441-8f75-e911-823e-064d1e9fbc72,,1803596c-6675-e911-823e-064d1e9fbc72,CustomerRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,f5033a29-8575-e911-823e-064d1e9fbc72,CustomerProfitability,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
57061cda-65b7-e911-8291-0657c6eca57a,,03ae8967-f36f-e911-8237-06309b11004c,ClearingService,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e044b3b6-8271-e911-823e-0681a0c1a2d0,ClearingSettlementArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
22a3f594-26cf-e911-8296-06bf764cb4bc,,9fb6e873-26cf-e911-8296-06bf764cb4bc,Country,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,af80eb56-23cf-e911-8296-06bf764cb4bc,PostalAddress,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=PostalAddressSpecification,upper=*,visibility=public
8e18c6c4-826a-e911-8237-061b75d0d318,,9208521a-826a-e911-8237-061b75d0d318,ProductDeliveryObligation,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,18be1517-756a-e911-8237-061b75d0d318,CardPaymentTransaction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
09837c64-2aa3-e911-8280-06760b39b086,,c68a54f6-0ea3-e911-8280-06760b39b086,DunningProcedureExecution,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,a1c4ed47-19a3-e911-8280-06760b39b086,RepaymentTransaction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
018e2cad-92b0-ea11-829f-06e9ae0e1608,,8563d786-6ca9-ea11-829f-06478228ed28,InvestmentAccountArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public,ce77e0a4-92b0-ea11-829f-06e9ae0e1608,InvestmentAccountArrangementFulfilmentEven,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
45beb666-5e8d-eb11-8310-068d732c0449,,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,00d9ca5e-5e8d-eb11-8310-068d732c0449,ProductServiceModality,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
22d04c90-b29d-e911-827a-06c73ecc951a,,8856dd89-9b9d-e911-827a-06c73ecc951a,SavingsAccountAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
35492e5e-23cf-e911-8296-06bf764cb4bc,,063a0dcf-0561-e911-8237-068e13695e26,Location,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,af80eb56-23cf-e911-8296-06bf764cb4bc,PostalAddress,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
178f45be-6bb7-e911-8291-0657c6eca57a,,579446a8-6bb7-e911-8291-0657c6eca57a,ClearingProcedure,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=ManagementProcess,upper=1,visibility=public,b78127c9-63b7-e911-8291-0657c6eca57a,Clearing,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
fead64e4-6ea9-ea11-829f-06478228ed28,,8d470606-769e-e911-827a-06e8627b9e66,ArrangementLimit,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public,8563d786-6ca9-ea11-829f-06478228ed28,InvestmentAccountArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
4f5146a4-e353-ea11-8289-0686d9afb788,,983b78e0-03c8-e911-8296-065c48f41faa,Correspondence,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,bb37b2b7-e253-ea11-8289-0686d9afb788,WorkstepCorrespondence,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
cd7a976d-5888-e911-823e-06b09c770f0c,,1803596c-6675-e911-823e-064d1e9fbc72,CustomerRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,"nm=Registered
Customer",upper=1,visibility=public,2f238340-bb86-e911-823e-062687e6a904,CustomerDirectoryEntry,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
855d0cff-7990-eb11-8310-06a4d64a8775,,9c2adc62-2356-e911-8237-060aad038e48,LoanProduct,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,3ffd5d93-e297-e911-827a-06d89370a58e,FeeProductFeature,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
3a5d5b19-1291-e911-823e-06f3e7d1f9c0,,f5145a15-138d-e911-823e-067b7da9d714,Session,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,b98325cf-1191-e911-823e-06f3e7d1f9c0,SystemConfigurationOption,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
1774b019-75a9-ea11-829f-06478228ed28,,80603ecd-74a9-ea11-829f-06478228ed28,CorporateActionArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,35a389d6-74a9-ea11-829f-06478228ed28,CorporateActionArrangementFulfilmentEvent,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
adba79d9-e253-ea11-8289-0686d9afb788,,f701c099-2b81-e911-823e-06e80039c878,Workstep,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,d9f135ab-e253-ea11-8289-0686d9afb788,WorkstepSchedule,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
6e4e9d74-769e-e911-827a-06e8627b9e66,,53777ee2-6a9e-e911-827a-06e8627b9e66,SavingsAccountArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,8d470606-769e-e911-827a-06e8627b9e66,ArrangementLimit,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
7b8d737f-1c8d-e911-823e-067b7da9d714,,f5145a15-138d-e911-823e-067b7da9d714,Session,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,ba9240b3-0056-e911-8237-060aad038e48,Action,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=ExecutedAction,upper=*,visibility=public
e416d5e2-13a3-e911-8280-06760b39b086,,3ff20cc9-4c7d-e911-823e-069ad1a2e648,ProductSalesAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,dfe32bfe-2281-e911-823e-06e233b9c772,AgreementInvolvement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
642fe787-e0a3-e911-8284-065b2e50bbd8,,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,f5145a15-138d-e911-823e-067b7da9d714,Session,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
cd9bb5a0-b29d-e911-827a-06c73ecc951a,,8856dd89-9b9d-e911-827a-06c73ecc951a,SavingsAccountAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
37d1245f-f3a3-e911-8284-065b2e50bbd8,,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,8d2e5ef5-f2a3-e911-8284-065b2e50bbd8,PaymentSystemSelection,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
66f26dc7-72a9-ea11-829f-06478228ed28,,8563d786-6ca9-ea11-829f-06478228ed28,InvestmentAccountArrangement,aggregation=shared,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
66471fbb-e39c-e911-827a-06330851e5be,,820fb930-e29c-e911-827a-06330851e5be,PaymentTransactionAccount,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
9655800c-27d6-e911-8296-06c6ee6741dc,,3500ccc6-af9d-e911-827a-06c73ecc951a,RelevantDateTime,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,90a47db1-0dd6-e911-8296-0612a84747f6,TermDepositArrangementAccount,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=$,visibility=public
e9a974f1-e253-ea11-8289-0686d9afb788,,f701c099-2b81-e911-823e-06e80039c878,Workstep,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,858fa2d1-e253-ea11-8289-0686d9afb788,WorkstepGuideline,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
893bbb92-3876-e911-823e-065f1d1f71b2,,abad4d58-7675-e911-823e-064d1e9fbc72,CustomerBehaviorAnalysis,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e1bf3e5c-3876-e911-823e-065f1d1f71b2,MarketResearchReport,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
0f185eaf-b6a3-e911-8284-065b2e50bbd8,,a472ef39-39a3-e911-8280-06760b39b086,DisbursementInstruction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public,9fe05cf9-fd60-e911-8237-068e13695e26,Account,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
3cf145fd-0d98-e911-827a-06b20c6b9b78,,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,"nm=Configurable
Arrangement",upper=1,visibility=public,60a392eb-0d98-e911-827a-06b20c6b9b78,AgreementConfigurationOption,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
f9e1d9dc-0a68-e911-8237-06dd5e24f7bc,,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
59cfe557-bb86-e911-823e-062687e6a904,,eec68599-5c76-e911-823e-065f1d1f71b2,CustomerRelationshipCustomerInvolvement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,2f238340-bb86-e911-823e-062687e6a904,CustomerDirectoryEntry,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
5f041575-8890-eb11-8310-06a4d64a8775,,9c2adc62-2356-e911-8237-060aad038e48,LoanProduct,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,6eb0ff6b-8890-eb11-8310-06a4d64a8775,...,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
7e98364c-b9a3-e911-8284-06b7f5ab5bd4,,1bc3a0ce-d79b-e911-827a-06f79ea59412,PointOfService,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public,0858d1e2-0891-e911-823e-06f3e7d1f9c0,CommunicationChannel,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
b69b8cb2-b29d-e911-827a-06c73ecc951a,,8856dd89-9b9d-e911-827a-06c73ecc951a,SavingsAccountAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,efd74dde-5896-e911-823e-062d75b50cca,LienArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
b9a1a10f-7a90-eb11-8310-06a4d64a8775,,9c2adc62-2356-e911-8237-060aad038e48,LoanProduct,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,30f9849a-e297-e911-827a-06d89370a58e,InterestProductFeature,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
c75c97f1-fe60-e911-8237-068e13695e26,,3fd1b799-fc60-e911-8237-068e13695e26,CardPaymentArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
e640bb35-9196-e911-823e-062d75b50cca,,974543f6-3494-e911-823e-069871e4ec9c,FeeArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
711b6df9-19a0-ea11-829a-060fed0ab700,,58593d0d-17a0-ea11-829a-060fed0ab700,CashManagementAccountServiceArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,8d470606-769e-e911-827a-06e8627b9e66,ArrangementLimit,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
72c4fd1e-5c97-e911-823e-065ba593ba6e,,48c585c3-5b97-e911-823e-065ba593ba6e,ServiceModality,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,00d9ca5e-5e8d-eb11-8310-068d732c0449,ProductServiceModality,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
a8e914b5-97d0-e911-8296-061886980330,,8d029367-93d0-e911-8296-061886980330,EBranchChannelOperatiingSession,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public,92c8be6e-97d0-e911-8296-061886980330,EBranchChannelSessionIssue,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
2eaef57e-33d6-e911-8296-06c6ee6741dc,,3500ccc6-af9d-e911-827a-06c73ecc951a,RelevantDateTime,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public,595d1223-32d6-e911-8296-06c6ee6741dc,TermDepositAccountAgreement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
ee080b7e-bf72-eb11-8305-06e7df9dc079,,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
71a2425f-849e-e911-827a-06e8627b9e66,,ac535bd6-3298-e911-827a-06b20c6b9b78,StandingOrderArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
e233daaf-9e5c-eb11-82e9-065ba105bad3,,3e76b86d-9e5c-eb11-82e9-065ba105bad3,InterestService,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,30f9849a-e297-e911-827a-06d89370a58e,InterestProductFeature,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
4c96b03a-eca3-e911-8284-065b2e50bbd8,,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=,nm=,upper=,visibility=public,8caa8f90-eba3-e911-8284-065b2e50bbd8,InstructionRelationship,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
53bd6b70-3ed6-e911-8296-06c6ee6741dc,,57b90380-3bd6-e911-8296-06c6ee6741dc,TermDepositArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
5048436a-bdde-e911-82a8-06b99dad31ca,,2bb7d3f4-b3d3-e911-8296-0699dd1a0780,FraudDiagnosis,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,1d155e00-bcd3-e911-8296-0699dd1a0780,ProductFulfillmentSessionEvent,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
a86ff84a-3ba2-e911-8280-068b5ca1cd1a,,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public,896b3a7d-719e-e911-827a-067a41d69b6e,CustomerOffer,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
430ff12d-bcd3-e911-8296-0699dd1a0780,,53e7a583-b5d3-e911-8296-0699dd1a0780,ProductFulfillmentSession,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,1d155e00-bcd3-e911-8296-0699dd1a0780,ProductFulfillmentSessionEvent,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=NormalEvent,upper=*,visibility=public
870313d8-5888-e911-823e-06b09c770f0c,,56bfc9b7-5888-e911-823e-06b09c770f0c,CustomerDirectory,aggregation=composite,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=1,nm=,upper=1,visibility=public,2f238340-bb86-e911-823e-062687e6a904,CustomerDirectoryEntry,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
5e8a075a-9396-e911-823e-062d75b50cca,,f04197d7-0594-e911-823e-069871e4ec9c,CurrentAccountArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,f0129ac2-3394-e911-823e-069871e4ec9c,InterestArrangement,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
b41f41ea-e628-eb11-82d9-06a44deb104b,,eaf41287-e028-eb11-82d9-06a44deb104b,CashStorageAccount,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
04cb4de9-1dcf-e911-8296-06bf764cb4bc,,27b88077-1ccf-e911-8296-06bf764cb4bc,LegalEntityDirectoryEntry,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,31de22df-1dcf-e911-8296-06bf764cb4bc,CustomerDirectoryEntry,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=*,visibility=public
b18aa8a9-26d6-e911-8296-06c6ee6741dc,,90a47db1-0dd6-e911-8296-0612a84747f6,TermDepositArrangementAccount,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public,9fe05cf9-fd60-e911-8237-068e13695e26,Account,aggregation=none,isDerived=false,isNavigable=true,isOrdered=false,isUnique=true,lower=0,nm=,upper=1,visibility=public
