UID Generalization relation,UID Generalization,Generalization,UID Specialization,Specialization,
5c53a7e1-22d6-e911-8296-06e1705194c6,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,75da39db-22d6-e911-8296-06e1705194c6,CustomerBillingManagement,
7fa6a596-4ab5-ea11-829f-06ddb95e6bc8,ea36f45c-1656-e911-8237-060aad038e48,Assessment,4fdb4688-4ab5-ea11-829f-06ddb95e6bc8,ITSystemAssessment,
a71aca01-4ab5-ea11-829f-06ddb95e6bc8,6fd7342a-138d-e911-823e-067b7da9d714,System,440a93de-49b5-ea11-829f-06ddb95e6bc8,ITSystem,
cf8832b9-50b5-ea11-829f-06ddb95e6bc8,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,e87ed3b8-4bb5-ea11-829f-06ddb95e6bc8,IT SystemAssessmentInvolvement,
9c9b9fa9-c799-ea11-8295-06af1d004f9a,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,042d3277-c799-ea11-8295-06af1d004f9a,InstructionInvolvement,
026d1223-7759-ea11-8290-064864f205d8,e48b3c8e-b4ae-e911-828c-06d72c197ec4,Model,052c41f9-7559-ea11-8290-064864f205d8,AnalysisModel,
86261381-81f2-ea11-82be-06b80843e3ff,5314d145-3876-e911-823e-065f1d1f71b2,Report,a68b4bcf-97d0-e911-8296-061886980330,SessionReport,
da6e752e-7aac-e911-828c-064985deff14,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,7dfa7ee3-10ab-e911-828c-0605e339c9ac,DepositInstruction,
6a6a3147-2bd6-e911-8296-06c6ee6741dc,d579f82c-0cd6-e911-8296-0612a84747f6,TermDepositArrangement,01d64189-5c96-e911-823e-062d75b50cca,DepositServiceArrangement,
792a2bc3-2962-eb11-82e9-06699a15d533,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,b2058d8e-2962-eb11-82e9-06699a15d533,AdministrativePlanInvolvement,
be241180-d67c-eb11-8309-066fc2da13f9,6472836c-9c67-eb11-82f6-06f5e4900cbd,Plan,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,
6d8d779b-3062-eb11-82e9-06699a15d533,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,4ebef31e-b813-eb11-82c5-06bc2d3775af,BusinessService,
adfb7f36-0bd6-e911-8296-06e1705194c6,a2ab1ae9-c1ae-e911-828c-06d72c197ec4,ModelDesignSpecification,afdeb023-0bd6-e911-8296-06e1705194c6,FraudModelDesignSpecification,
5db1d8b2-c048-ea11-8289-064c9ffef37a,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,4f3d7f86-c048-ea11-8289-064c9ffef37a,StandingOrderArrangementFulfilmentEvent,
77cd9f1e-fa48-ea11-8289-064c9ffef37a,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,a85502b4-3298-e911-827a-06b20c6b9b78,StandingOrderService,
f00b82fe-f948-ea11-8289-064c9ffef37a,823053bb-a486-e911-823e-062687e6a904,ProductFeature,4ec1a0e7-f948-ea11-8289-064c9ffef37a,StandingOrderFeature,
daca5cb7-23d3-e911-8296-06b94e7647ce,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,16fc6faa-23d3-e911-8296-06b94e7647ce,GenericBankingTransaction,
2c32d2eb-25d3-e911-8296-06b94e7647ce,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,ce1301dd-25d3-e911-8296-06b94e7647ce,TransactionLog,
dac07dcd-25d3-e911-8296-06b94e7647ce,63b22f22-24d3-e911-8296-06b94e7647ce,LogEntry,41d446c1-25d3-e911-8296-06b94e7647ce,TransactionLogEntry,
505de20a-95d7-e911-82a8-0667cb2841e8,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,4f59189b-94d7-e911-82a8-0667cb2841e8,ProductBrokerAgreement,
f3b8bdcf-96d7-e911-82a8-0667cb2841e8,fa6490a1-8957-e911-8237-0645314e65ac,PartyRelationship,7cb6e31c-95d7-e911-82a8-0667cb2841e8,ProductBrokerRelationship,
3fb73ef6-f33a-eb11-82e3-06a412e5ead5,e48b3c8e-b4ae-e911-828c-06d72c197ec4,Model,2bc3e6a9-f33a-eb11-82e3-06a412e5ead5,CreditRiskModel,
8bcb8039-f43a-eb11-82e3-06a412e5ead5,a2ab1ae9-c1ae-e911-828c-06d72c197ec4,ModelDesignSpecification,bbc8b42d-f43a-eb11-82e3-06a412e5ead5,CreditRiskModelDesignSpecification,
27163b6b-8cc9-e911-8296-067806600528,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,84506653-83c9-e911-8296-067806600528,CaseInvestigationInvolvement,
ce373b9e-8357-e911-8237-0645314e65ac,6f53fd37-8257-e911-8237-0645314e65ac,Party,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,
9589d16d-6ea9-e911-8288-061bf39b9564,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,9162bc60-6aa9-e911-8288-061bf39b9564,ChannelActivityLogInvolvement,
f93e58c7-68a9-e911-8288-061bf39b9564,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,5308e2b6-68a9-e911-8288-061bf39b9564,ChannelActivityLog,
349d4400-7a9d-e911-827a-069b88dafb42,66bab5d1-0056-e911-8237-060aad038e48,Event,ba9240b3-0056-e911-8237-060aad038e48,Action,
d21067dd-68a9-e911-8288-061bf39b9564,ba9240b3-0056-e911-8237-060aad038e48,Action,4d1d92d5-68a9-e911-8288-061bf39b9564,ChannelActivity,
a240d410-8bd4-e911-8296-067476cc944c,f5145a15-138d-e911-823e-067b7da9d714,Session,6c989cf5-8ad4-e911-8296-067476cc944c,FinancialGatewaySession,
a019c566-8bd4-e911-8296-067476cc944c,f0b33695-97d0-e911-8296-061886980330,SessionIssue,f809fe2f-8bd4-e911-8296-067476cc944c,FinancialGatewayIssue,
3ee87ae8-8dd4-e911-8296-067476cc944c,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,48b470a9-8dd4-e911-8296-067476cc944c,FinancialMessageInvolvement,
fc69edc6-8bd4-e911-8296-067476cc944c,a68b4bcf-97d0-e911-8296-061886980330,SessionReport,389809a2-8bd4-e911-8296-067476cc944c,FinancialGatewaySessionReport,
6cbfa5ed-88d4-e911-8296-067476cc944c,6fd7342a-138d-e911-823e-067b7da9d714,System,c73a6ad1-88d4-e911-8296-067476cc944c,FinancialGateway,
ecc4df25-6bcd-e911-8296-067c35430898,0b1bb11e-6bcd-e911-8296-067c35430898,Settlement,567e1ff3-69cd-e911-8296-067c35430898,CardSettlement,
2f1d09c2-69cd-e911-8296-067c35430898,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,b5f6e3a8-69cd-e911-8296-067c35430898,CardSettlementProcedure,
6cccf272-ea7c-eb11-8309-066fc2da13f9,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,be5b5bac-78cd-e911-8296-067c35430898,CardSettlementInvolvement,
ca011f46-23a7-e911-8288-06c837085cb8,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,c812ebb2-22a7-e911-8288-06c837085cb8,Policy,
2b750a31-e1ab-ea11-829f-067a4ad4fc9c,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,a0d4a7f2-c6ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioManagementArrangement,
889e1f09-f0ab-ea11-829f-067a4ad4fc9c,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,d8ea56fc-eeab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioAnalysis,
2f750a31-e1ab-ea11-829f-067a4ad4fc9c,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,4e0962c7-c6ab-ea11-829f-067a4ad4fc9c,InvestmentPortfolioManagementAgreement,
06eea752-e0ab-ea11-829f-067a4ad4fc9c,ea36f45c-1656-e911-8237-060aad038e48,Assessment,62e630b8-ddab-ea11-829f-067a4ad4fc9c,FinancialMarketResearch,
6a8d03b5-4739-eb11-82e3-06552f30ee75,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,6873afa9-4739-eb11-82e3-06552f30ee75,CommissionSaleAgreement,
932d3d71-b06f-eb11-82fd-06eca61d1073,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,7fe6c8c1-4dfa-e911-82bd-06e507138132,CommissionArrangement,
d29fc92c-9555-eb11-82e3-06afd984332d,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,dfcec89b-db3a-eb11-82e3-06a412e5ead5,LeaseArrangement,
116a5f0c-7c56-eb11-82e3-06d64c037e3d,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,d2aaa5ee-7b56-eb11-82e3-06d64c037e3d,LeasingItemAdministrativePlan,
00c4838a-8056-eb11-82e3-06d64c037e3d,ea36f45c-1656-e911-8237-060aad038e48,Assessment,d5fe9f6e-7b80-e911-823e-061de61e9206,AssetValuation,
a3bb9935-a959-eb11-82e3-069263446f67,dfcec89b-db3a-eb11-82e3-06a412e5ead5,LeaseArrangement,3914dd1c-a959-eb11-82e3-069263446f67,LeasingItemArrangement,
3c023fcf-b559-eb11-82e3-069263446f67,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,efc5b4c1-ab59-eb11-82e3-069263446f67,LeaseInstruction,
927e5a4c-1055-eb11-82e3-06796197f98f,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,430f3a3b-0b55-eb11-82e3-06796197f98f,LeaseTransaction,
b985bf12-e73a-eb11-82e3-06a412e5ead5,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,235adec0-d53a-eb11-82e3-06a412e5ead5,LeaseAgreement,
67009f72-3876-e911-823e-065f1d1f71b2,5314d145-3876-e911-823e-065f1d1f71b2,Report,e1bf3e5c-3876-e911-823e-065f1d1f71b2,MarketResearchReport,
f9934f58-7ad1-e911-8296-06e952cbc5d0,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,30417843-7ad1-e911-8296-06e952cbc5d0,MarketResearchRequestInvolvement,
c656e162-e7d2-e911-8296-06b94e7647ce,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,02df155c-e7d2-e911-8296-06b94e7647ce,DelinquentAccountHandlingProcedure,
fb910e42-e9d2-e911-8296-06b94e7647ce,50a517b4-e3b9-e911-8291-06e0c61563f0,CardPaymentAccount,7e15ccce-e7d2-e911-8296-06b94e7647ce,DelinquentAccount,
19623ca0-f7d2-e911-8296-06b94e7647ce,ef8f1d54-76c9-e911-8296-067806600528,CaseResolution,ecaf0ef0-f6d2-e911-8296-06b94e7647ce,DelinquentAccountResolution,
0b31782b-7fd4-e911-8296-06922f00c5a6,9fe05cf9-fd60-e911-8237-068e13695e26,Account,50a517b4-e3b9-e911-8291-06e0c61563f0,CardPaymentAccount,
83603041-b46f-eb11-82fd-06eca61d1073,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,c183a61c-b36f-eb11-82fd-06eca61d1073,CommissionInstruction,
8a932279-b36f-eb11-82fd-06eca61d1073,92b79a47-b36f-eb11-82fd-06eca61d1073,CommissionTransaction,9bc07d78-6b39-eb11-82e3-06552f30ee75,CommissionPayment,
495ac836-b56f-eb11-82fd-06eca61d1073,b6c65e81-f197-e911-827a-06d89370a58e,ServiceArrangementModality,a3048aa7-6e39-eb11-82e3-06552f30ee75,CommissionArrangementModality,
f5f864fa-6b39-eb11-82e3-06552f30ee75,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,92b79a47-b36f-eb11-82fd-06eca61d1073,CommissionTransaction,
d91479ef-06a7-e911-8288-06c837085cb8,f60da226-fe76-e911-823e-0663ff6583c4,Measurement,167aafe9-fba6-e911-8288-06c837085cb8,IssuedDeviceMeasurement,
3607fcdf-00af-ea11-829f-06c5ce6fa94e,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry,f8894ab1-00af-ea11-829f-06c5ce6fa94e,FinancialMarketResearchDirectoryEntry,
b18e789d-01af-ea11-829f-06c5ce6fa94e,f09a608f-d877-e911-823e-067f69a9229a,Directory,01f8e845-01af-ea11-829f-06c5ce6fa94e,FinancialMarketResearchDirectory,
9232e334-ffae-ea11-829f-06c5ce6fa94e,5314d145-3876-e911-823e-065f1d1f71b2,Report,4bd8ac46-f7ab-ea11-829f-067a4ad4fc9c,FinancialMarketResearchReport,
c3f01f2a-a270-e911-8237-06460bf93392,9fe05cf9-fd60-e911-8237-068e13695e26,Account,a08f4816-a270-e911-8237-06460bf93392,SettlementAccount,
fae9ae7c-25d2-e911-8296-067fa12b3460,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,dcdd4b23-25d2-e911-8296-067fa12b3460,MarketAnalysis,
0370c6fc-2dd2-e911-8296-067fa12b3460,231bdf18-2e76-e911-823e-065f1d1f71b2,Algorithm,7a14699f-25d2-e911-8296-067fa12b3460,MarketAnalysisAlgorithm,
c1937f66-30d2-e911-8296-067fa12b3460,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,f8e56944-30d2-e911-8296-067fa12b3460,MarketAnalysisAlgorithmRequestInvolvement,
bd937f66-30d2-e911-8296-067fa12b3460,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,aa22cefc-2fd2-e911-8296-067fa12b3460,MarketAnalysisRequestInvolvement,
1c3099ae-fd94-ea11-8295-06c610ca3b44,b1cb007b-fa94-ea11-8295-06c610ca3b44,Strategy,c60c26a6-fd94-ea11-8295-06c610ca3b44,MarketSegmentStrategy,
0ad96f3d-5424-eb11-82d4-06982365eacb,9fe05cf9-fd60-e911-8237-068e13695e26,Account,b824b312-5324-eb11-82d4-06982365eacb,TermDepositAgreementAccount,
0e2daa6e-0825-eb11-82d4-06df8a4a2891,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,8983fe8c-5524-eb11-82d4-06982365eacb,TermDepositTransaction,
6dc28c84-0b25-eb11-82d4-06df8a4a2891,e787b5b6-0925-eb11-82d4-06df8a4a2891,TermDepositTransactionArrangement,13e74e5e-0b25-eb11-82d4-06df8a4a2891,DepositInterestArrangement,
97c60b45-5424-eb11-82d4-06982365eacb,9fe05cf9-fd60-e911-8237-068e13695e26,Account,90a47db1-0dd6-e911-8296-0612a84747f6,TermDepositArrangementAccount,
cc856a0e-0728-eb11-82d4-06b23b686d0f,823053bb-a486-e911-823e-062687e6a904,ProductFeature,305988e9-0628-eb11-82d4-06b23b686d0f,TermDepositProductFeature,
87757b39-0d25-eb11-82d4-06df8a4a2891,9fe05cf9-fd60-e911-8237-068e13695e26,Account,7c9ae6fe-0c25-eb11-82d4-06df8a4a2891,TermDepositTransactionArrangementAccount,
28b7e572-88ac-e911-828c-067d207d65e6,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,131c0e2c-87ac-e911-828c-067d207d65e6,RepaymentInstruction,
42989cb3-0c25-eb11-82d4-06df8a4a2891,9fe05cf9-fd60-e911-8237-068e13695e26,Account,2337c29e-0c25-eb11-82d4-06df8a4a2891,TermDepositTransactionAgreementAccount,
60434f70-0b25-eb11-82d4-06df8a4a2891,e787b5b6-0925-eb11-82d4-06df8a4a2891,TermDepositTransactionArrangement,bdf3ac22-0b25-eb11-82d4-06df8a4a2891,DepositPeriodArrangement,
3cda207b-0b25-eb11-82d4-06df8a4a2891,e787b5b6-0925-eb11-82d4-06df8a4a2891,TermDepositTransactionArrangement,aea5f341-0b25-eb11-82d4-06df8a4a2891,DepositAmountArrangement,
efecb362-2dd6-e911-8296-06c6ee6741dc,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,50b45652-0ed6-e911-8296-0612a84747f6,TermDepositProduct,
e36327bc-f21c-eb11-82cc-066a93e29353,6fd7342a-138d-e911-823e-067b7da9d714,System,e2415c86-f21c-eb11-82cc-066a93e29353,ATM-Network,
827bb1b5-f21c-eb11-82cc-066a93e29353,f5145a15-138d-e911-823e-067b7da9d714,Session,18301ea6-f21c-eb11-82cc-066a93e29353,ATM-NetworkOperatingSession,
bd1371a0-081d-eb11-82cc-066a93e29353,6b0bd834-f290-e911-823e-06f3e7d1f9c0,Function,460cee99-081d-eb11-82cc-066a93e29353,ATM-NetworkOperatingSessionFunction,
5b947cf3-121d-eb11-82cc-066a93e29353,0263db4b-0761-e911-8237-068e13695e26,Device,5c354e88-111d-eb11-82cc-066a93e29353,ATM,
db0acf38-58ce-e911-8296-066680ee9268,ef8f1d54-76c9-e911-8296-067806600528,CaseResolution,3c337413-58ce-e911-8296-066680ee9268,AccountRecoveryCaseResolution,
938dbfee-31ce-e911-8296-066680ee9268,be9acfc4-7880-e911-823e-066c44d66510,Case,8b666ddf-31ce-e911-8296-066680ee9268,AccountRecoveryCase,
86379311-33ce-e911-8296-066680ee9268,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,af8d6008-33ce-e911-8296-066680ee9268,AccountRecoveryCaseProcedure,
30bd0abd-cb80-e911-823e-065e8061d7e6,1856b69e-cb80-e911-823e-065e8061d7e6,Allocation,b137e2c5-ca80-e911-823e-065e8061d7e6,CollateralAssetAllocation,
18d7d331-2381-e911-823e-06e233b9c772,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,5e8ac218-7780-e911-823e-061de61e9206,CollateralAgreement,
26bbcdeb-1c81-e911-823e-06e233b9c772,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction,3eafdecd-1c81-e911-823e-06e233b9c772,CollateralAllocationRequest,
31bfafa9-ff7c-eb11-8309-066fc2da13f9,30a4d16d-6080-e911-823e-061de61e9206,Asset,6b37300c-c056-e911-8237-06ecaacb4c68,CollateralAsset,
d8eb54be-1eb2-e911-828c-064878c57b7e,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,0b649db6-1eb2-e911-828c-064878c57b7e,RegulatoryComplianceAdministrativePlan,
41372bdd-21b2-e911-828c-064878c57b7e,5314d145-3876-e911-823e-065f1d1f71b2,Report,1d7a8dbe-20a2-e911-8280-068b5ca1cd1a,RegulatoryReport,
69fb5100-252f-eb11-82d9-0614284e8633,a7f7f0e1-b7ae-e911-828c-06d72c197ec4,DesignSpecification,7808b1ed-242f-eb11-82d9-0614284e8633,BusinessArchitectureDesignSpecification,
b3972591-252f-eb11-82d9-0614284e8633,312ae26c-baae-e911-828c-06d72c197ec4,DesignSpecificationAspect,5014658a-252f-eb11-82d9-0614284e8633,BusinessArchitectureDesignSpecification,
153b0432-59b5-ea11-829f-06ddb95e6bc8,fb61a357-9f51-ea11-8289-06269fe19394,Project,85d78b16-59b5-ea11-829f-06ddb95e6bc8,ITSystemDevelopmentProject,
c3a26856-3d94-ea11-8295-06a5be9987fe,bbdee486-984d-ea11-8289-065500ef61d8,ComplianceCheck,818dfa4c-3d94-ea11-8295-06a5be9987fe,LegalComplianceCheck,
508eab36-a486-e911-823e-062687e6a904,ea36f45c-1656-e911-8237-060aad038e48,Assessment,85239d30-a486-e911-823e-062687e6a904,ProductMatching,
d06a2099-c4f1-ea11-82b8-06a3e705455d,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,1daf39cd-58ca-e911-8296-0635f2119d82,DocumentInvolvement,
8c639b4d-fd6f-e911-8237-06309b11004c,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,
b4d7dc10-43a6-ea11-829f-063187a0cc58,a03dec86-6675-e911-823e-064d1e9fbc72,ManagementPlan,bfc0b804-43a6-ea11-829f-063187a0cc58,VoiceChannelManagementPlan,
cb40fd6d-49a6-ea11-829f-063187a0cc58,f5145a15-138d-e911-823e-067b7da9d714,Session,1fabc162-aad7-e911-82a8-06ff143686d8,VoiceChannelSession,
264d50e1-49a6-ea11-829f-063187a0cc58,10a63256-ff9b-e911-827a-06f79ea59412,SessionEvent,5d35477a-add7-e911-82a8-06ff143686d8,VoiceChannelSessionIssue,
a302053b-aad7-e911-82a8-06ff143686d8,6fd7342a-138d-e911-823e-067b7da9d714,System,e4068bcc-a8d7-e911-82a8-06ff143686d8,VoiceChannel,
b906458a-4ea6-ea11-829f-063187a0cc58,97698d8d-6675-e911-823e-064d1e9fbc72,Duty,df00f983-4ea6-ea11-829f-063187a0cc58,VoiceChannelManagementPlanDuty,
3118ffaa-2b5a-ea11-8290-06eaa2e18406,97698d8d-6675-e911-823e-064d1e9fbc72,Duty,a4698265-2b5a-ea11-8290-06eaa2e18406,CustomerCampaignManagementDuty,
251d2891-e83a-eb11-82e3-06a412e5ead5,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,cf32eda8-d93a-eb11-82e3-06a412e5ead5,LeaseAgreementInvolvement,
69dcc6b2-a659-eb11-82e3-069263446f67,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,bc776ea2-9455-eb11-82e3-06afd984332d,LeasingProduct,
8c4010bf-8a96-e911-823e-066b14f5b0ba,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,f92b69bb-2381-e911-823e-06e80039c878,ProductSalesAgreementInvolvement,
c487c9a7-4593-e911-823e-065576aa37f8,f5145a15-138d-e911-823e-067b7da9d714,Session,72d07e89-4593-e911-823e-065576aa37f8,CustomerWorkbenchSession,
02aa572c-4593-e911-823e-065576aa37f8,6fd7342a-138d-e911-823e-067b7da9d714,System,2c4341a1-4493-e911-823e-065576aa37f8,CustomerWorkbench,
e33bb7ed-eba4-ea11-829f-0660fb1fa966,8e5ac3ee-f490-e911-823e-06f3e7d1f9c0,SystemService,fdc6a261-eba4-ea11-829f-0660fb1fa966,InteractiveHelpService,
592a675f-eca4-ea11-829f-0660fb1fa966,f5145a15-138d-e911-823e-067b7da9d714,Session,a651f754-eca4-ea11-829f-0660fb1fa966,InteractiveHelpServiceSession,
86e84b7b-8b8b-e911-823e-0680522666ec,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,6388ac70-8b8b-e911-823e-0680522666ec,ServicingOrderProcedure,
2ce419a2-8e8b-e911-823e-0680522666ec,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,75bfe981-8b8b-e911-823e-0680522666ec,ServicingOrder,
6e2b1f8c-c67d-eb11-8309-06f448ba7707,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,99fb40ee-268c-e911-823e-061d8abd0026,ServicingOrderInvolvement,
fb02ade3-3cb4-e911-828c-0615b1d713aa,f5145a15-138d-e911-823e-067b7da9d714,Session,72f082d3-3cb4-e911-828c-0615b1d713aa,CustomerContacSession,
3c3350ec-8aac-e911-828c-0644e8f6f5d2,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,
b4e361e4-c396-e911-823e-063411acec0a,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,
fcd0f518-d0d7-e911-82a8-0667cb2841e8,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry,9f7ffac8-cfd7-e911-82a8-0667cb2841e8,LocationDirectoryEntry,
00d1f518-d0d7-e911-82a8-0667cb2841e8,f09a608f-d877-e911-823e-067f69a9229a,Directory,2cf128b8-cfd7-e911-82a8-0667cb2841e8,LocationDirectory,
b4d1ad6a-178d-e911-823e-067b7da9d714,6fd7342a-138d-e911-823e-067b7da9d714,System,c31ac845-178d-e911-823e-067b7da9d714,CustomerContactSystem,
33def0eb-de53-ea11-8289-0686d9afb788,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,faa7ae9a-d253-ea11-8289-0686d9afb788,CustomerSurveyProcedure,
fe64a0c1-0258-ea11-8289-060c7a9911f6,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,3fe8d359-0258-ea11-8289-060c7a9911f6,CustomerSurveyInvolvement,
bf4c3a3c-df53-ea11-8289-0686d9afb788,f701c099-2b81-e911-823e-06e80039c878,Workstep,a18a7c2e-df53-ea11-8289-0686d9afb788,CustomerSurveyProcedureWorkstep,
864e7986-0a58-ea11-8289-060c7a9911f6,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,2d9ca77d-da53-ea11-8289-0686d9afb788,CustomerSurveyAnalysis,
38060a56-b55c-eb11-82e9-065ba105bad3,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,4509c72d-b55c-eb11-82e9-065ba105bad3,WithdrawalTransaction,
af4f544f-b35c-eb11-82e9-065ba105bad3,0cbfb7fb-5997-e911-823e-065ba593ba6e,Service,a61bbf01-e597-e911-827a-06d89370a58e,WithdrawalService,
23c2c448-b55c-eb11-82e9-065ba105bad3,f0b986ab-7192-e911-823e-0616b0d596e4,FinancialInstruction,63628987-10ab-e911-828c-0605e339c9ac,WithdrawalInstruction,
d7dd2db0-5c96-e911-823e-062d75b50cca,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,0a28b29d-5c96-e911-823e-062d75b50cca,WithdrawalServiceArrangement,
fa7ef98a-8075-e911-823e-064d1e9fbc72,5bc31428-8075-e911-823e-064d1e9fbc72,CustomerRatingType,75ce8f2f-7775-e911-823e-064d1e9fbc72,CustomerCreditRatingClass,
414c4f67-0a7b-e911-823e-06651a4b679a,231bdf18-2e76-e911-823e-065f1d1f71b2,Algorithm,0c5ce64a-0a7b-e911-823e-06651a4b679a,CustomerCreditRatingAlgorithm,
5cca426c-8580-e911-823e-066c44d66510,3bb93032-8580-e911-823e-066c44d66510,CreditPositionMeasurement,0a0b83c5-7f75-e911-823e-064d1e9fbc72,CustomerRating,
e3f8673b-8580-e911-823e-066c44d66510,f60da226-fe76-e911-823e-0663ff6583c4,Measurement,3bb93032-8580-e911-823e-066c44d66510,CreditPositionMeasurement,
b44e4ba9-a99d-e911-827a-06c73ecc951a,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,606c73fd-2694-e911-823e-069871e4ec9c,ArrangementInvolvement,
41249acd-2381-e911-823e-06e233b9c772,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,dfe32bfe-2281-e911-823e-06e233b9c772,AgreementInvolvement,
e3da14e5-8ad8-e911-82a8-06d35e1e0220,c484df1b-1e91-e911-823e-06f3e7d1f9c0,Resource,d557a9ce-8ad8-e911-82a8-06d35e1e0220,ServicingResource,
5ffb05f6-8ad8-e911-82a8-06d35e1e0220,3b624c41-1c91-e911-823e-06f3e7d1f9c0,ResourceAllocation,3cec66ee-8ad8-e911-82a8-06d35e1e0220,ServicingResourceAllocation,
15742903-846c-eb11-82f6-06a4f8a91e0d,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,0f4cb4a5-836c-eb11-82f6-06a4f8a91e0d,CashDistributionTransaction,
d43af16b-721f-eb11-82d0-06351b9f7777,f701c099-2b81-e911-823e-06e80039c878,Workstep,0114da65-721f-eb11-82d0-06351b9f7777,CashDistributionProcedureWorkstep,
2b9cfef6-701f-eb11-82d0-06351b9f7777,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,6ca0aab6-701f-eb11-82d0-06351b9f7777,CashDistributionProcedure,
7e6cc287-826c-eb11-82f6-06a4f8a91e0d,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,f42c3ebd-806c-eb11-82f6-06a4f8a91e0d,CashDistributionArrangement,
d386ab09-846c-eb11-82f6-06a4f8a91e0d,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,e947ef6e-836c-eb11-82f6-06a4f8a91e0d,CashDistributionInstruction,
e6e207d2-c530-eb11-82d9-061c5848f615,f5145a15-138d-e911-823e-067b7da9d714,Session,1b3a9948-c530-eb11-82d9-061c5848f615,ChequeProcessingOperatingSession,
3e6534d2-ea28-eb11-82d9-06a44deb104b,232d759f-ea28-eb11-82d9-06a44deb104b,CashInventoryManagementAgreement,6320e28c-e528-eb11-82d9-06a44deb104b,BranchCashInventoryManagementAgreement,
