UID Generalization relation,UID Generalization,Generalization,UID Specialization,Specialization,
2eabc039-923f-eb11-82e3-065f2c4c8ed1,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,322b7420-913f-eb11-82e3-065f2c4c8ed1,CustodyArrangementFulfilmentEvent,
c9a2cc12-45ca-e911-8296-0635f2119d82,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,d4c6f0aa-44ca-e911-8296-0635f2119d82,DirectDebitService,
4a328dc6-699e-e911-827a-06e8627b9e66,f629d849-639e-e911-827a-06e8627b9e66,SavingsAccountProductFeature,30f9849a-e297-e911-827a-06d89370a58e,InterestProductFeature,
4b3a3616-8a59-eb11-82e3-069263446f67,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,ce77e0a4-92b0-ea11-829f-06e9ae0e1608,InvestmentAccountArrangementFulfilmentEven,
3765bd5c-717c-e911-823e-06546fdb7546,c4c0b912-717c-e911-823e-06546fdb7546,Object Type,2d224749-717c-e911-823e-06546fdb7546,Object Type A,
8837c9c3-939d-e911-827a-06c73ecc951a,275f8937-e89c-e911-827a-06330851e5be,PaymentServiceProvider,40da9702-b96c-e911-8237-068832ceab6c,CorrespondentBankingInvolvement,
d766c809-d76f-e911-8237-06309b11004c,9bc7af8d-d46f-e911-8237-06309b11004c,PartyRoleType,eca491e3-d66f-e911-8237-06309b11004c,PaymentInstructionInvolvement,
8771a4db-05aa-e911-8288-06812ee60d2a,53777ee2-6a9e-e911-827a-06e8627b9e66,SavingsAccountArrangement,70244c62-05aa-e911-8288-06812ee60d2a,StandingOrderFacilityArrangement,
ff7dce1b-899e-e911-827a-06e8627b9e66,53777ee2-6a9e-e911-827a-06e8627b9e66,SavingsAccountArrangement,7875b148-729e-e911-827a-06e8627b9e66,BillPayMandateFacilityArrangement,
647ced0a-727c-e911-823e-06546fdb7546,2d224749-717c-e911-823e-06546fdb7546,Object Type A,9310cde7-717c-e911-823e-06546fdb7546,ObjectClass1,
5db2f7e6-e7a3-e911-8284-065b2e50bbd8,6f5558d4-e7a3-e911-8284-065b2e50bbd8,PaymentExecutionTaskExecution,75aa09d0-8c96-e911-823e-066b14f5b0ba,ACHSession,
fb540586-e06f-e911-8237-06309b11004c,44b91a94-1068-e911-8237-06dd5e24f7bc,PaymentObligation,ab48fd21-de6f-e911-8237-06309b11004c,ReconciliationObligation,
e962c1b5-699e-e911-827a-06e8627b9e66,f629d849-639e-e911-827a-06e8627b9e66,SavingsAccountProductFeature,a61bbf01-e597-e911-827a-06d89370a58e,WithdrawalService,
c9ebfb22-6e9d-e911-827a-06d65798920e,6fd7342a-138d-e911-823e-067b7da9d714,System,db8ef671-6d9d-e911-827a-06d65798920e,PaymentServiceSystemArrangement,
b1ec02ad-f350-eb11-82e3-06835c7d8e0d,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,47b84c03-f350-eb11-82e3-06835c7d8e0d,FiduciaryTransaction,
d9d3b779-cb7b-e911-823e-061c465efe24,5bc31428-8075-e911-823e-064d1e9fbc72,CustomerRatingType,4cce615d-cb7b-e911-823e-061c465efe24,CustomerProfitabilityClass,
972a3b49-2376-e911-823e-065f1d1f71b2,a7377090-2176-e911-823e-065f1d1f71b2,CustomerProductProfileType,8334f994-2276-e911-823e-065f1d1f71b2,CustomerProductUsageProfileClass,
3fc0fbe1-3bca-e911-8296-0635f2119d82,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry,015c24b1-3bca-e911-8296-0635f2119d82,DirectDebitMandateDirectoryEntry,
13f178e8-3bca-e911-8296-0635f2119d82,f09a608f-d877-e911-823e-067f69a9229a,Directory,91f0f2a4-3bca-e911-8296-0635f2119d82,DirectDebitMandateDirectory,
4f24dbea-6465-eb11-82ee-06b6c49a40d9,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,357051a9-6065-eb11-82ee-06b6c49a40d9,RegulatoryAuthorityRelationship,
f05439be-6565-eb11-82ee-06b6c49a40d9,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,73cd2518-6565-eb11-82ee-06b6c49a40d9,RegulatoryAuthorityRelationshipTransaction,
f2b3b1d1-6565-eb11-82ee-06b6c49a40d9,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,dc7e3011-6465-eb11-82ee-06b6c49a40d9,RegulatoryAuthorityRelationshipArrangement,
80b256eb-6365-eb11-82ee-06b6c49a40d9,a03dec86-6675-e911-823e-064d1e9fbc72,ManagementPlan,12187ca8-6365-eb11-82ee-06b6c49a40d9,RegulatoryAuthorityRelationshipManagementPlan,
4b875f0c-6365-eb11-82ee-06b6c49a40d9,6f53fd37-8257-e911-8237-0645314e65ac,Party,8046cd2e-6165-eb11-82ee-06b6c49a40d9,RegulatoryAuthorityRelationshipInvolvement,
ec5439be-6565-eb11-82ee-06b6c49a40d9,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,2561d10c-6565-eb11-82ee-06b6c49a40d9,RegulatoryAuthorityRelationshipInstruction,
8f15ee78-d37c-eb11-8309-066fc2da13f9,6472836c-9c67-eb11-82f6-06f5e4900cbd,Plan,b1cb007b-fa94-ea11-8295-06c610ca3b44,Strategy,
73ca84fb-b3d3-e911-8296-0699dd1a0780,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,2bb7d3f4-b3d3-e911-8296-0699dd1a0780,FraudDiagnosis,
f19d5cd9-54d5-e911-8296-06f6cd10eb7a,ea36f45c-1656-e911-8237-060aad038e48,Assessment,ca4351d3-54d5-e911-8296-06f6cd10eb7a,FraudEvaluation,
7e861bed-0ce1-e911-82a8-06ca917a32e2,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,56f6f84a-0be1-e911-82a8-06ca917a32e2,ProductionTransaction,
48013366-0bd6-e911-8296-06e1705194c6,e48b3c8e-b4ae-e911-828c-06d72c197ec4,Model,ed963b5f-0bd6-e911-8296-06e1705194c6,FraudModel,
609c3d17-631f-eb11-82d0-06351b9f7777,1856b69e-cb80-e911-823e-065e8061d7e6,Allocation,abb24011-631f-eb11-82d0-06351b9f7777,CashAllocation,
bd776d81-fa69-eb11-82f6-0662bdd087b7,66bab5d1-0056-e911-8237-060aad038e48,Event,a6b05268-fa69-eb11-82f6-0662bdd087b7,RewardPointTransaction,
599bb343-9bd1-ea11-82b1-061e3979cf2c,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,d16b937e-8ad1-ea11-82b1-061e3979cf2c,LimitArrangement,
f8b2ff91-fa69-eb11-82f6-0662bdd087b7,63b22f22-24d3-e911-8296-06b94e7647ce,LogEntry,33a55b0a-fa69-eb11-82f6-0662bdd087b7,RewardPointLogEntry,
6f13969d-1b6a-eb11-82f6-0662bdd087b7,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,0c30334d-1b6a-eb11-82f6-0662bdd087b7,RewardPointArrangement,
d90739ea-f969-eb11-82f6-0662bdd087b7,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,c7b7a4e2-f969-eb11-82f6-0662bdd087b7,RewardPointLog,
58b12142-489f-ea11-829a-068b70783c3c,b1cb007b-fa94-ea11-8295-06c610ca3b44,Strategy,9dd961f0-479f-ea11-829a-068b70783c3c,AssetAndLiabilityPortfolioStrategy,
5e044e36-bba4-ea11-829f-0660fb1fa966,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,6e02f897-b6a4-ea11-829f-0660fb1fa966,FinancialAsset,
62044e36-bba4-ea11-829f-0660fb1fa966,2b91327b-b6a4-ea11-829f-0660fb1fa966,FinancialInstrument,15b14aa1-b6a4-ea11-829f-0660fb1fa966,FinancialLiability,
1420645f-3681-e911-823e-06e80039c878,f701c099-2b81-e911-823e-06e80039c878,Workstep,010fac5a-2d81-e911-823e-06e80039c878,CustomerPrecedentRecordWorkstep,
f680e458-3681-e911-823e-06e80039c878,f701c099-2b81-e911-823e-06e80039c878,Workstep,bcfa8532-2d81-e911-823e-06e80039c878,CustomerPrecedentCaptureWorkstep,
e9226616-2d81-e911-823e-06e80039c878,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,e1226616-2d81-e911-823e-06e80039c878,CustomerPrecedentsProcedure,
fa80e458-3681-e911-823e-06e80039c878,f701c099-2b81-e911-823e-06e80039c878,Workstep,b118f439-2d81-e911-823e-06e80039c878,CustomerPrecedentMaintenanceWorkstep,
81bee3e2-2e94-ea11-8295-06a5be9987fe,a03dec86-6675-e911-823e-064d1e9fbc72,ManagementPlan,669637da-2e94-ea11-8295-06a5be9987fe,BankRelationshipManagementPlan,
2c4260f0-2f94-ea11-8295-06a5be9987fe,fa6490a1-8957-e911-8237-0645314e65ac,PartyRelationship,ec95f34c-2f94-ea11-8295-06a5be9987fe,BankRelationship,
1392283c-de7c-eb11-8309-066fc2da13f9,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,13ab7955-3494-ea11-8295-06a5be9987fe,BankRelationshipInvolvement,
806bfeb7-c2d3-e911-8296-0699dd1a0780,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,a58d2e5e-c2d3-e911-8296-0699dd1a0780,EconomicModelAnalysis,
94876657-fa98-ea11-8295-06e28f66aad4,97698d8d-6675-e911-823e-064d1e9fbc72,Duty,5c6b57e2-f898-ea11-8295-06e28f66aad4,AdvertisingCampaignPerformanceAssessment,
b2b6e345-f498-ea11-8295-06e28f66aad4,a03dec86-6675-e911-823e-064d1e9fbc72,ManagementPlan,ae7b663a-f498-ea11-8295-06e28f66aad4,AdvertisingCampaignManagementPlan,
b0ca5e03-f498-ea11-8295-06e28f66aad4,4a934e40-a5d7-e911-82a8-0667cb2841e8,Campaign,d4800541-f398-ea11-8295-06e28f66aad4,AdvertisingCampaign,
e08725ba-205a-ea11-8290-06eaa2e18406,a03dec86-6675-e911-823e-064d1e9fbc72,ManagementPlan,4a75da24-205a-ea11-8290-06eaa2e18406,CustomerCampaignManagementPlan,
6250362d-a2d7-e911-82a8-0667cb2841e8,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,ce309a05-9cd7-e911-82a8-0667cb2841e8,PartyRelationshipManagement,
f745a0c4-bed7-e911-82a8-06ff143686d8,1ffe1e31-bcd7-e911-82a8-06ff143686d8,InformationService,d11a919d-bed7-e911-82a8-06ff143686d8,MarketInformationSwitchService,
ab0eb6b7-7ad8-e911-82a8-06740d90dcce,f52e83c7-c1d7-e911-82a8-06ff143686d8,SystemServiceAccessProfile,fc081a98-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchServiceProfile,
11bfc3e5-c2d7-e911-82a8-06ff143686d8,6fd7342a-138d-e911-823e-067b7da9d714,System,8a676056-bed7-e911-82a8-06ff143686d8,MarketInformationSwitch,
369a353b-82d8-e911-82a8-06740d90dcce,f5145a15-138d-e911-823e-067b7da9d714,Session,6d64a3db-bfd7-e911-82a8-06ff143686d8,MarketInformationSwitchSession,
bd78e732-83d8-e911-82a8-06740d90dcce,3f75561c-83d8-e911-82a8-06740d90dcce,SystemServiceInstance,8f307ee7-79d8-e911-82a8-06740d90dcce,InformationServiceInstance,
97efd938-7156-eb11-82e3-06d64c037e3d,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,c52488e9-6d56-eb11-82e3-06d64c037e3d,CorporateActionInvolvement,
c5fe0f53-9e59-eb11-82e3-069263446f67,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,80603ecd-74a9-ea11-829f-06478228ed28,CorporateActionArrangement,
b3ec7f7c-e55c-eb11-82e9-065ba105bad3,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,390056c6-5e56-eb11-82e3-06d64c037e3d,CorporateAction,
745329fb-6ba9-ea11-829f-06478228ed28,9fe05cf9-fd60-e911-8237-068e13695e26,Account,43bcacca-69a9-ea11-829f-06478228ed28,InvestmentAccount,
b0d47e4a-f798-ea11-8295-06e28f66aad4,ea36f45c-1656-e911-8237-060aad038e48,Assessment,2d3a930e-f798-ea11-8295-06e28f66aad4,CampaignAssessment,
8b7a78d6-23b2-e911-828c-064878c57b7e,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,8a0549e0-22b2-e911-828c-064878c57b7e,ReportInvolvement,
a75a9920-7070-eb11-82fd-061e1f234dd5,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,c24f1008-00af-ea11-829f-06c5ce6fa94e,ReportRequest,
b7e3ba98-ab64-eb11-82e9-06f39716fe97,ea36f45c-1656-e911-8237-060aad038e48,Assessment,95698957-ab64-eb11-82e9-06f39716fe97,ProductQualityAssurance,
c7365b00-af30-eb11-82d9-061c5848f615,a6ea66b8-8596-e911-823e-062d75b50cca,PaymentServiceArrangement,3fd1b799-fc60-e911-8237-068e13695e26,CardPaymentArrangement,
dfd26838-9e30-eb11-82d9-061c5848f615,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,6776dee4-9d30-eb11-82d9-061c5848f615,CardPaymentInstruction,
2dfa4c96-322f-eb11-82d9-0614284e8633,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,18be1517-756a-e911-8237-061b75d0d318,CardPaymentTransaction,
d3981238-a36f-eb11-82fd-06eca61d1073,c80f2ee6-f097-e911-827a-06d89370a58e,ServiceArrangement,a6ea66b8-8596-e911-823e-062d75b50cca,PaymentServiceArrangement,
d7df2ea5-fc6f-e911-8237-06309b11004c,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,
46239f28-9096-ea11-8295-06bf959bc1e4,b1cb007b-fa94-ea11-8295-06c610ca3b44,Strategy,e4d17e1a-9096-ea11-8295-06bf959bc1e4,BusinessDevelopmentStrategy,
47d1b332-0995-ea11-8295-06c610ca3b44,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,9de8eeaa-0895-ea11-8295-06c610ca3b44,BusinessInitiativeInvolvement,
f60f48b8-2ca2-e911-8280-068b5ca1cd1a,ea36f45c-1656-e911-8237-060aad038e48,Assessment,b5e905ea-2ba2-e911-8280-068b5ca1cd1a,Audit,
338eff87-c951-eb11-82e3-06132fe31c95,7effad6e-9965-e911-8237-06eba4258fe0,Instruction,e5f6a2ed-c851-eb11-82e3-06132fe31c95,AuditRequest,
03cf9218-c351-eb11-82e3-06132fe31c95,5314d145-3876-e911-823e-065f1d1f71b2,Report,4d4f25d3-c251-eb11-82e3-06132fe31c95,AuditReport,
cda32a09-0ed6-e911-8296-06e1705194c6,be9acfc4-7880-e911-823e-066c44d66510,Case,8376cb1e-7c80-e911-823e-066c44d66510,FraudCase,
43f3c295-13d6-e911-8296-06e1705194c6,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,c4558d87-13d6-e911-8296-06e1705194c6,FraudCaseResolution,
32490ba3-ad9c-e911-827a-06038835ca94,67df07ad-1981-e911-823e-06e233b9c772,BankingProductAgreement,3ff20cc9-4c7d-e911-823e-069ad1a2e648,ProductSalesAgreement,
0f8d7d47-5997-e911-823e-065ba593ba6e,823053bb-a486-e911-823e-062687e6a904,ProductFeature,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,
1e2f21f1-c1ae-e911-828c-06d72c197ec4,a7f7f0e1-b7ae-e911-828c-06d72c197ec4,DesignSpecification,a2ab1ae9-c1ae-e911-828c-06d72c197ec4,ModelDesignSpecification,
0c3a3998-cdae-e911-828c-06d72c197ec4,ea36f45c-1656-e911-8237-060aad038e48,Assessment,a7108679-cdae-e911-828c-06d72c197ec4,ModelTest,
b694e5d7-984d-ea11-8289-065500ef61d8,ea36f45c-1656-e911-8237-060aad038e48,Assessment,bbdee486-984d-ea11-8289-065500ef61d8,ComplianceCheck,
75b6b7fe-cbae-e911-828c-06d72c197ec4,a89ab5c4-598b-e911-823e-0680522666ec,RuleSet,96635de6-cbae-e911-828c-06d72c197ec4,ModelUsageRuleSet,
bd331e30-21a2-e911-8280-068b5ca1cd1a,bbdee486-984d-ea11-8289-065500ef61d8,ComplianceCheck,83f1ba60-1fa2-e911-8280-068b5ca1cd1a,RegulatoryComplianceCheck,
b1f605ca-9b92-e911-823e-06332a9c23ba,ea36f45c-1656-e911-8237-060aad038e48,Assessment,751633c0-9b92-e911-823e-06332a9c23ba,TransactionAssessment,
dad33d74-f397-e911-827a-06d89370a58e,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,
da235abb-8dac-e911-828c-0644e8f6f5d2,a58c8a29-5a96-e911-823e-062d75b50cca,FinancialTransaction,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,
dbe30e9f-f5a9-e911-8288-06812ee60d2a,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,e00fb730-fd60-e911-8237-068e13695e26,PaymentTransaction,
fae4528e-1568-e911-8237-06dd5e24f7bc,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,201e3fe9-1468-e911-8237-06dd5e24f7bc,PaymentTransactionInvolvement,
a5527ade-d95f-eb11-82e9-061efd29a677,a7f7f0e1-b7ae-e911-828c-06d72c197ec4,DesignSpecification,4d9d36c4-d95f-eb11-82e9-061efd29a677,OrganisationManualDesignSpecificatiob,
59c68625-da5f-eb11-82e9-061efd29a677,ba9abd47-c656-e911-8237-06ecaacb4c68,Document,9cf9926b-d85f-eb11-82e9-061efd29a677,OrganisationManual,
a79be621-62d2-e911-8296-0633d5e0e610,852a0fc0-7188-e911-823e-06b09c770f0c,Mandate,31cfdbdc-61d2-e911-8296-0633d5e0e610,PowerOfAttorney,
81064a65-fb6a-eb11-82f6-0687cfa2c9e3,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,70005859-fb6a-eb11-82f6-0687cfa2c9e3,ITSystemAdministrativePlan,
b13e1d30-fc6a-eb11-82f6-0687cfa2c9e3,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,2babfcdc-fb6a-eb11-82f6-0687cfa2c9e3,ITSystemAdministrativeArrangement,
6708d444-fd6a-eb11-82f6-0687cfa2c9e3,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,ac4f279e-fc6a-eb11-82f6-0687cfa2c9e3,ITSystemAdministrativeArrangementInvolvement,
e442747c-4b70-eb11-82fd-061e1f234dd5,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,eeb2a4c0-2c89-e911-823e-063169c9e850,MandateInvolvement,
0001baeb-7188-e911-823e-06b09c770f0c,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,852a0fc0-7188-e911-823e-06b09c770f0c,Mandate,
86498e92-82af-e911-828c-060cf0984146,231bdf18-2e76-e911-823e-065f1d1f71b2,Algorithm,36f9e012-82af-e911-828c-060cf0984146,ChannelActivityAnalysisAlgorithm,
6d5300ff-7baf-e911-828c-060cf0984146,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,d83378e1-7baf-e911-828c-060cf0984146,ChannelActivityAnalysis,
3b149503-a267-eb11-82f6-06f5e4900cbd,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,0c462ee4-a167-eb11-82f6-06f5e4900cbd,PlanInvolvement,
66d29b30-a467-eb11-82f6-06f5e4900cbd,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,14db05d8-8375-e911-823e-064d1e9fbc72,BudgetArrangement,
e98f9bdc-7770-eb11-82fd-061e1f234dd5,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,5536bb98-a367-eb11-82f6-06f5e4900cbd,PlannedAction,
6881d7f7-7770-eb11-82fd-061e1f234dd5,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,6472836c-9c67-eb11-82f6-06f5e4900cbd,Plan,
894e8149-70c9-e911-8296-067806600528,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,8d24fc1f-70c9-e911-8296-067806600528,CardCaseProcedure,
b05a6983-6fc9-e911-8296-067806600528,be9acfc4-7880-e911-823e-066c44d66510,Case,9ac9c67c-6fc9-e911-8296-067806600528,CardCase,
e96ed519-83c9-e911-8296-067806600528,ef8f1d54-76c9-e911-8296-067806600528,CaseResolution,93e574ec-82c9-e911-8296-067806600528,CardCaseResolution,
ace685c6-da77-e911-823e-067f69a9229a,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry,d993bcbf-da77-e911-823e-067f69a9229a,CorrespondentBankDirectoryEntry,
9aa301f1-e077-e911-823e-067f69a9229a,f09a608f-d877-e911-823e-067f69a9229a,Directory,740e12bd-e077-e911-823e-067f69a9229a,CorrespondentBankDirectory,
e8f8134e-d96f-e911-8237-06309b11004c,40da9702-b96c-e911-8237-068832ceab6c,CorrespondentBankingInvolvement,905f892a-b96c-e911-8237-068832ceab6c,CorrespondentBank,
b2214c25-bcd7-e911-82a8-0667cb2841e8,3b624c41-1c91-e911-823e-06f3e7d1f9c0,ResourceAllocation,74b3e309-bad7-e911-82a8-0667cb2841e8,IssuedDeviceAllocation,
75834310-4fef-e911-82b5-06766225a0aa,a2167574-8f80-e911-823e-061de61e9206,AdministrativePlan,90f79517-41ef-e911-82b5-06766225a0aa,ContactCenterAdministrativePlan,
ff048ba5-01db-ea11-82b1-06978b4b0198,dd3cc0aa-0a68-e911-8237-06dd5e24f7bc,Arrangement,a2e59ac1-5d93-e911-823e-065576aa37f8,AccessArrangement,
f647d41e-01db-ea11-82b1-06978b4b0198,a2e59ac1-5d93-e911-823e-065576aa37f8,AccessArrangement,f6d26e14-01db-ea11-82b1-06978b4b0198,DeviceAccessArrangement,
d8bab8d4-1fdb-ea11-82b1-06978b4b0198,a2e59ac1-5d93-e911-823e-065576aa37f8,AccessArrangement,e7bae119-b291-e911-823e-06db9ee40f8e,AccessPreferenceArrangement,
52e12468-1ddb-ea11-82b1-06978b4b0198,a2e59ac1-5d93-e911-823e-065576aa37f8,AccessArrangement,f9962b45-c848-ea11-8289-064c9ffef37a,AccessRestrictionArrangement,
a25280b7-e048-ea11-8289-064c9ffef37a,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,f4ff2610-c748-ea11-8289-064c9ffef37a,AccessArrangementInvolvement,
c5b1fa24-01db-ea11-82b1-06978b4b0198,a2e59ac1-5d93-e911-823e-065576aa37f8,AccessArrangement,e7822902-01db-ea11-82b1-06978b4b0198,ChannelAccessArrangement,
6b711602-a1f2-ea11-82be-06b80843e3ff,6b0bd834-f290-e911-823e-06f3e7d1f9c0,Function,e96a03fb-a0f2-ea11-82be-06b80843e3ff,CorrespondenceManagementFunction,
d965d7bb-96f2-ea11-82be-06b80843e3ff,153e71ae-c762-ea11-8290-0614a0f38526,Channel,0858d1e2-0891-e911-823e-06f3e7d1f9c0,CommunicationChannel,
4d0e758e-d8d6-e911-82a8-0680fa6be7c4,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,9fa343e7-05c8-e911-8296-065c48f41faa,CorrespondenceInvolvement,
ee8fded4-0f68-e911-8237-06dd5e24f7bc,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,44ecec81-0768-e911-8237-06dd5e24f7bc,InvoiceInvolvement,
88950f25-0b68-e911-8237-06dd5e24f7bc,44ecec81-0768-e911-8237-06dd5e24f7bc,InvoiceInvolvement,f629bf21-0968-e911-8237-06dd5e24f7bc,Invoicee,
46e3b4b8-0568-e911-8237-06dd5e24f7bc,e6304f28-fd60-e911-8237-068e13695e26,PaymentInstruction,506d0b29-0568-e911-8237-06dd5e24f7bc,Invoice,
8574bce2-2168-e911-8237-06dd5e24f7bc,44ecec81-0768-e911-8237-06dd5e24f7bc,InvoiceInvolvement,cf782ad1-2168-e911-8237-06dd5e24f7bc,InvoiceFactor,
84950f25-0b68-e911-8237-06dd5e24f7bc,44ecec81-0768-e911-8237-06dd5e24f7bc,InvoiceInvolvement,1983dae3-0868-e911-8237-06dd5e24f7bc,InvoiceIssuer,
b78148b9-f356-ea11-8289-06477c6de968,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,2150f989-f356-ea11-8289-06477c6de968,CustomerSegmentAnalysis,
469de372-05c8-e911-8296-065c48f41faa,f5145a15-138d-e911-823e-067b7da9d714,Session,5d307ba9-04c8-e911-8296-065c48f41faa,CorrespondenceManagementSession,
429de372-05c8-e911-8296-065c48f41faa,6fd7342a-138d-e911-823e-067b7da9d714,System,a2070929-04c8-e911-8296-065c48f41faa,CorrespondenceManagementSystem,
7ba77739-2381-e911-823e-06e233b9c772,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,67df07ad-1981-e911-823e-06e233b9c772,BankingProductAgreement,
eeb34e92-e47a-e911-823e-06a71c6fe4c8,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,b4cb8aee-e27a-e911-823e-06a71c6fe4c8,CreditRatingAgency,
32c93b3f-187e-e911-823e-0621e465bcf2,5314d145-3876-e911-823e-065f1d1f71b2,Report,b3de196f-e47a-e911-823e-06a71c6fe4c8,InternalCreditAnalysisReport,
902ed1f5-ef7a-e911-823e-06a71c6fe4c8,66bab5d1-0056-e911-8237-060aad038e48,Event,03949fee-ee7a-e911-823e-06a71c6fe4c8,CreditAlert,
d33c3f57-1c7b-e911-823e-06651a4b679a,f60da226-fe76-e911-823e-0663ff6583c4,Measurement,f4caa464-5e7d-e911-823e-069ad1a2e648,CustomerCreditRatingMeasurement,
2e6d29f5-0577-e911-823e-0663ff6583c4,ea36f45c-1656-e911-8237-060aad038e48,Assessment,69f3e1de-0577-e911-823e-0663ff6583c4,CustomerCreditRatingAssessment,
649550d7-177e-e911-823e-0621e465bcf2,6aa1554b-7675-e911-823e-064d1e9fbc72,Analysis,1be88c1d-e77a-e911-823e-06a71c6fe4c8,InternalCreditAnalysis,
dd071048-187e-e911-823e-0621e465bcf2,5314d145-3876-e911-823e-065f1d1f71b2,Report,f72ab425-f67a-e911-823e-06a71c6fe4c8,ExternalCreditRatingReport,
63009f72-3876-e911-823e-065f1d1f71b2,5314d145-3876-e911-823e-065f1d1f71b2,Report,1ea432d9-3476-e911-823e-065f1d1f71b2,CustomerActivityReport,
715e247b-f2dd-e911-82a8-0625a51efa7e,3b53beb6-f4a9-e911-8288-06812ee60d2a,ArrangementFulfilmentEvent,5f92d1fa-ebdd-e911-82a8-0625a51efa7e,ServiceArrangementFulfillmentEvent,
cfa56723-0e9c-e911-827a-06f79ea59412,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,5a0999c1-f09b-e911-827a-06f79ea59412,ServicingEventLog,
d498870e-2ea9-e911-8288-061bf39b9564,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,7ca66bda-b0a4-e911-8284-06aa98c8c004,SessionDialogueLog,
a140f389-149c-e911-827a-06f79ea59412,904758f4-6180-e911-823e-066c44d66510,CustomerEvent,525ff2e7-ee9b-e911-827a-06f79ea59412,ServicingEvent,
880b181f-6280-e911-823e-066c44d66510,66bab5d1-0056-e911-8237-060aad038e48,Event,904758f4-6180-e911-823e-066c44d66510,CustomerEvent,
1464397e-9cc9-e911-8296-067806600528,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,70918f68-9cc9-e911-8296-067806600528,CustomerCaseProcedure,
0d8c791f-87ac-e911-828c-067d207d65e6,92910269-8dab-e911-828c-06e8cb19aef2,MoneyTransferInstruction,a472ef39-39a3-e911-8280-06760b39b086,DisbursementInstruction,
dfe4e266-12ad-e911-828c-069abd10bc22,5708a70e-fd6f-e911-8237-06309b11004c,Transaction,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,
c3b2930c-b4a3-e911-8284-065b2e50bbd8,67df07ad-1981-e911-823e-06e233b9c772,BankingProductAgreement,3225a15a-2356-e911-8237-060aad038e48,LoanAgreement,
