UID Class Diagram,Class Diagram,UID BO,Referenced Element,Dimension,Positions,Colour,
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,3ff20cc9-4c7d-e911-823e-069ad1a2e648,ProductSalesAgreement,"437.000, 180.000","3160.000, 760.000","255, 255, 255",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,a90a7c61-497d-e911-823e-069ad1a2e648,CustomerAgreement,"400.000, 180.000","2480.000, 200.000","255, 128, 128",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,e44d75e9-6188-e911-823e-06b09c770f0c,AgreementDocument,"517.000, 180.000","1940.000, 780.000","234, 232, 232",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,21527d12-20a2-e911-8280-068b5ca1cd1a,Regulation,"400.000, 180.000","4020.000, 1370.000","234, 232, 232",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,c812ebb2-22a7-e911-8288-06c837085cb8,Policy,"400.000, 180.000","4020.000, 1670.000","234, 232, 232",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,41e81f1a-22a7-e911-8288-06c837085cb8,Law,"400.000, 180.000","4020.000, 1120.000","234, 232, 232",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,1c7997eb-24a7-e911-8288-06c837085cb8,AgreementRuleApplication,"474.000, 180.000","2826.000, 1970.000","234, 232, 232",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,0a0b83c5-7f75-e911-823e-064d1e9fbc72,CustomerRating,"400.000, 180.000","820.000, 180.000","255, 128, 128",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,5ab99b65-26a7-e911-8288-06c837085cb8,RegulatoryAuthority,"400.000, 180.000","2960.000, 1599.000","255, 128, 128",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,62e7116f-3ca2-e911-8280-068b5ca1cd1a,DocumentDirectory,"400.000, 180.000","2018.500, 500.000","255, 128, 128",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,1803596c-6675-e911-823e-064d1e9fbc72,CustomerRelationship,"400.000, 180.000","1466.000, 180.000","255, 128, 128",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,6cdc9a73-2281-e911-823e-06e80039c878,SalesIntermediaryAgreement,"514.000, 180.000","2803.000, 540.000","255, 128, 128",
e529af3a-15a7-e911-8288-06c837085cb8,Sales Product Agreement BOM Diagram,4da6638d-3ca2-e911-8280-068b5ca1cd1a,DocumentDirectoryEntry,"449.000, 180.000","1398.500, 500.000","255, 128, 128",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,31cfdbdc-61d2-e911-8296-0633d5e0e610,PowerOfAttorney,"400.000, 180.000","2640.000, 1108.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,d4d0de74-94f1-e911-82b5-06f9534b74c8,PartyRelationshipAgreement,"471.000, 180.000","2897.000, 68.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","1960.000, 508.000","234, 232, 232",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"860.000, 400.000","1400.000, 1088.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,06ca4e9b-abf1-e911-82b5-06f9534b74c8,PersonLocation,"494.000, 180.000","1013.000, 2268.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,0120d195-d877-e911-823e-067f69a9229a,DirectoryEntry,"548.000, 200.000","1352.000, 208.000","234, 232, 232",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,a9b3469d-f5c0-ea11-82a9-0697753afb68,PartyReferenceDataDirectoryEntry,"565.000, 180.000","1277.500, 628.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,063a0dcf-0561-e911-8237-068e13695e26,Location,"460.000, 300.000","300.000, 2308.000","234, 232, 232",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,f09a608f-d877-e911-823e-067f69a9229a,Directory,"522.000, 260.000","480.000, 188.000","234, 232, 232",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,2eb1a47d-f5c0-ea11-82a9-0697753afb68,PartyReferenceDataDirectory,"484.000, 180.000","438.000, 628.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,fbc0b4fa-8257-e911-8237-0645314e65ac,Organisation,"1049.000, 320.000","2120.000, 1668.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,835879ef-b4d0-e911-8296-06be2e834548,PersonIdentificationTypeValues,"618.000, 422.000","452.000, 1686.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,4bce5e7d-24b2-e911-828c-064878c57b7e,PartyIdentificationTypeValues,"669.000, 362.000","608.500, 892.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,1dc7222b-5ad2-e911-8296-0633d5e0e610,ContactPointTypeValues,"508.000, 362.000","3125.000, 1126.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,9fb6e873-26cf-e911-8296-06bf764cb4bc,Country,"614.000, 180.000","1740.000, 2268.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,bd51787a-6675-e911-823e-064d1e9fbc72,CustomerRelationshipInvolvement,"555.000, 180.000","2220.000, 840.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,1803596c-6675-e911-823e-064d1e9fbc72,CustomerRelationship,"400.000, 180.000","3060.000, 840.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,6499694e-619e-e911-827a-06e8627b9e66,PartyLocation,"466.000, 200.000","580.000, 1308.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,26dfbbc5-abf1-e911-82b5-06f9534b74c8,PersonLocationTypeValues,"453.000, 220.000","500.000, 2668.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,5f9548fc-e277-e911-823e-067f69a9229a,ContactPoint,"454.000, 180.000","2640.000, 1348.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,8e6ce5c7-4cd2-e911-8296-0633d5e0e610,PersonProfile,"689.000, 560.000","1002.000, 2628.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,04c123f4-8257-e911-8237-0645314e65ac,Person,"881.000, 440.000","1140.000, 1668.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,b2f7829a-0a68-e911-8237-06dd5e24f7bc,Agreement,"400.000, 180.000","3600.000, 68.000","234, 232, 232",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,8ea1bf11-a6f1-e911-82b5-06f9534b74c8,OrganizationLocation,"660.000, 260.000","2380.000, 2428.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,fa6490a1-8957-e911-8237-0645314e65ac,PartyRelationship,"574.000, 200.000","3000.000, 508.000","234, 232, 232",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,a5da52f6-5288-e911-823e-06b09c770f0c,CustomerRelationshipInvolvementTypeValues,"733.000, 362.000","1940.000, 106.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,3a1ebe5a-25b2-e911-828c-064878c57b7e,OrganisationIdentificationTypeValues,"599.000, 422.000","3079.500, 2038.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,3ddd8a59-a8f1-e911-82b5-06f9534b74c8,PoliticalExposureTypeValues,"565.000, 302.000","400.000, 2908.000","255, 255, 255",
8674359f-c086-e911-823e-062687e6a904,Party Reference Data Directory BOM Diagram,1b6ece40-a6f1-e911-82b5-06f9534b74c8,OrganizationLocationTypeValues,"536.000, 242.000","1792.000, 2628.000","255, 255, 255",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,66bab5d1-0056-e911-8237-060aad038e48,Event,"400.000, 180.000","740.000, 290.000","234, 232, 232",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,5308e2b6-68a9-e911-8288-061bf39b9564,ChannelActivityLog,"400.000, 180.000","1660.000, 1040.000","255, 255, 255",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,56af07d7-8575-e911-823e-064d1e9fbc72,CustomerContact,"467.000, 680.000","120.000, 1460.000","255, 128, 128",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,0858d1e2-0891-e911-823e-06f3e7d1f9c0,CommunicationChannel,"429.000, 180.000","975.500, 1650.000","234, 232, 232",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,4d1d92d5-68a9-e911-8288-061bf39b9564,ChannelActivity,"400.000, 180.000","780.000, 1080.000","255, 255, 255",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,ba9240b3-0056-e911-8237-060aad038e48,Action,"400.000, 180.000","740.000, 660.000","234, 232, 232",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","2460.000, 540.000","234, 232, 232",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,2d0e6218-3576-e911-823e-065f1d1f71b2,Log,"400.000, 180.000","1660.000, 400.000","234, 232, 232",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,9162bc60-6aa9-e911-8288-061bf39b9564,ChannelActivityLogInvolvement,"556.000, 180.000","2420.000, 1020.000","255, 255, 255",
06ab641b-6176-e911-823e-067486981364,Channel Activity History BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","2460.000, 220.000","234, 232, 232",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,c68a54f6-0ea3-e911-8280-06760b39b086,DunningProcedureExecution,"700.000, 260.000","2420.000, 620.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"400.000, 180.000","4720.000, 620.000","255, 128, 128",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,e8d5f6ef-10a3-e911-8280-06760b39b086,DunningSubject,"779.000, 180.000","3840.000, 990.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,454fd8cf-0da3-e911-8280-06760b39b086,DunningProcedure,"533.000, 180.000","3880.000, 620.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,7fa3e892-2b81-e911-823e-06e80039c878,Procedure,"400.000, 180.000","3940.000, 280.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,62f9093a-19a3-e911-8280-06760b39b086,DunningCustomerFeedback,"1076.000, 440.000","460.000, 660.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,6da76096-18a3-e911-8280-06760b39b086,DunningSubjectInvolvementAnalysis,"1031.000, 260.000","1920.000, 1560.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,bda0329c-1da3-e911-8280-06760b39b086,DunningRepaymentArrangement,"1103.000, 320.000","1357.000, 2130.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,4bf40ff2-17a3-e911-8280-06760b39b086,DunnedLoanAnalysis,"779.000, 620.000","920.000, 1350.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,3ff20cc9-4c7d-e911-823e-069ad1a2e648,ProductSalesAgreement,"437.000, 180.000","4701.500, 980.000","255, 128, 128",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,f37b4721-17a3-e911-8280-06760b39b086,DunningAnalysis,"668.000, 260.000","1852.000, 970.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,e3a6892a-13a3-e911-8280-06760b39b086,DunningInvolvement,"871.000, 200.000","3891.000, 1340.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,7e51d351-2ca3-e911-8280-06760b39b086,DunningContactResult,"1146.000, 200.000","3040.000, 3180.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,a1c4ed47-19a3-e911-8280-06760b39b086,RepaymentTransaction,"958.000, 500.000","2420.000, 2520.000","255, 128, 128",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,44b4f051-32a3-e911-8280-06760b39b086,DunningContactApproach,"727.000, 302.000","4597.500, 2520.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,cd1d99a7-24a3-e911-8280-06760b39b086,DunnedLoanArrangement,"477.000, 180.000","700.000, 2130.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,08288916-24a3-e911-8280-06760b39b086,ClaimedCollateral,"639.000, 200.000","2780.000, 2000.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,5a290f12-19a3-e911-8280-06760b39b086,DunningContact,"949.000, 380.000","3440.000, 2520.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,90bc8b25-20a3-e911-8280-06760b39b086,DunningAgreement,"400.000, 180.000","1552.000, 360.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,11c34aec-24a3-e911-8280-06760b39b086,DunnedLoanAccessArrangement,"576.000, 180.000","650.500, 2440.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,44b91a94-1068-e911-8237-06dd5e24f7bc,PaymentObligation,"400.000, 180.000","5760.000, 980.000","255, 128, 128",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,7314f250-f5a9-e911-8288-06812ee60d2a,MoneyTransferTransaction,"480.000, 180.000","1760.000, 2640.000","255, 255, 255",
204d6b15-6176-e911-823e-067486981364,Dunning BOM Diagram,b137e2c5-ca80-e911-823e-065e8061d7e6,CollateralAssetAllocation,"450.000, 180.000","5740.000, 2100.000","255, 128, 128",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,72f082d3-3cb4-e911-828c-0615b1d713aa,CustomerContacSession,"447.000, 180.000","220.000, 1880.000","255, 255, 255",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,56af07d7-8575-e911-823e-064d1e9fbc72,CustomerContact,"400.000, 180.000","1060.000, 1880.000","255, 255, 255",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,3cec66ee-8ad8-e911-82a8-06d35e1e0220,ServicingResourceAllocation,"511.000, 180.000","180.000, 1440.000","255, 255, 255",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,3b624c41-1c91-e911-823e-06f3e7d1f9c0,ResourceAllocation,"420.000, 260.000","220.000, 960.000","255, 255, 255",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,c484df1b-1e91-e911-823e-06f3e7d1f9c0,Resource,"420.000, 260.000","1200.000, 960.000","255, 255, 255",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,1856b69e-cb80-e911-823e-065e8061d7e6,Allocation,"400.000, 180.000","180.000, 560.000","255, 255, 255",
f6aa641b-6176-e911-823e-067486981364,Contact Routing BOM Diagram,d557a9ce-8ad8-e911-82a8-06d35e1e0220,ServicingResource,"400.000, 180.000","1220.000, 1440.000","255, 255, 255",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,cf97fd7e-ff76-e911-823e-0663ff6583c4,Test,"400.000, 180.000","40.000, 200.000","255, 255, 255",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,ea36f45c-1656-e911-8237-060aad038e48,Assessment,"400.000, 180.000","660.000, 200.000","234, 232, 232",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,11b0a31a-0991-e911-823e-06f3e7d1f9c0,Authentication,"400.000, 180.000","680.000, 520.000","255, 255, 255",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,bd51787a-6675-e911-823e-064d1e9fbc72,CustomerRelationshipInvolvement,"602.000, 180.000","2350.000, 920.000","255, 128, 128",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,1803596c-6675-e911-823e-064d1e9fbc72,CustomerRelationship,"404.000, 180.000","1600.000, 920.000","255, 128, 128",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,a5da52f6-5288-e911-823e-06b09c770f0c,CustomerRelationshipInvolvementTypeValues,"792.000, 362.000","2220.000, 1180.000","255, 255, 255",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,18e69972-b2d7-e911-82a8-0667cb2841e8,CustomerContactAuthentication,"564.000, 180.000","640.000, 920.000","255, 255, 255",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,6f53fd37-8257-e911-8237-0645314e65ac,Party,"400.000, 180.000","2481.000, 250.000","234, 232, 232",
3a9b6016-b0d7-e911-82a8-0667cb2841e8,Party Authentication BOM Diagram,70959fdb-be56-e911-8237-06ecaacb4c68,PartyRole,"400.000, 180.000","2481.000, 570.000","234, 232, 232",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,ea36f45c-1656-e911-8237-060aad038e48,Assessment,"440.000, 220.000","2780.000, 320.000","234, 232, 232",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,b1b786e5-b07b-e911-823e-061c465efe24,CustomerProductProfileAssessment,"638.000, 180.000","2695.500, 810.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,cf97fd7e-ff76-e911-823e-0663ff6583c4,Test,"400.000, 180.000","3619.000, 340.000","234, 232, 232",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,1803596c-6675-e911-823e-064d1e9fbc72,CustomerRelationship,"552.000, 180.000","1800.000, 1300.000","255, 128, 128",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,1aeced65-0b68-e911-8237-06dd5e24f7bc,BankingProduct,"903.000, 440.000","2620.000, 1160.000","234, 232, 232",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,ff366834-b97b-e911-823e-061c465efe24,ProductTermAndCondition,"700.000, 203.000","2760.000, 2120.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,7d149499-2076-e911-823e-065f1d1f71b2,CustomerProductProfile,"1173.000, 200.000","1320.000, 800.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,a5da52f6-5288-e911-823e-06b09c770f0c,CustomerRelationshipInvolvementTypeValues,"834.000, 302.000","453.500, 1560.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,823053bb-a486-e911-823e-062687e6a904,ProductFeature,"612.000, 180.000","2960.000, 1780.000","234, 232, 232",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,bd51787a-6675-e911-823e-064d1e9fbc72,CustomerRelationshipInvolvement,"888.000, 200.000","760.000, 1320.000","255, 128, 128",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,71ef5d25-4288-e911-823e-06b09c770f0c,CustomerProductProfileTypeValues,"718.000, 362.000","533.500, 638.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,cd171dee-4788-e911-823e-06b09c770f0c,ProductTermAndConditionTypeValues,"852.000, 482.000","2960.000, 2380.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,f9de363b-b986-e911-823e-062687e6a904,ProductUsage,"572.000, 260.000","2123.500, 1770.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,af9552c0-6f92-e911-823e-06332a9c23ba,Profile,"400.000, 180.000","1620.000, 458.000","234, 232, 232",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,3500ccc6-af9d-e911-827a-06c73ecc951a,RelevantDateTime,"563.000, 180.000","2352.000, 2400.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,3ff20cc9-4c7d-e911-823e-069ad1a2e648,ProductSalesAgreement,"437.000, 180.000","1740.000, 2220.000","255, 128, 128",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,a90a7c61-497d-e911-823e-069ad1a2e648,CustomerAgreement,"400.000, 180.000","1531.500, 1840.000","255, 128, 128",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,bcecf5ed-3650-ea11-8289-06b8c2aff486,DateTimeRelevanceTypeValues,"522.000, 602.000","1648.000, 2473.000","255, 255, 255",
1d5525e4-ae7b-e911-823e-061c465efe24,Customer Product And Service Eligibility BOM Diagram,9e6e153d-5997-e911-823e-065ba593ba6e,ProductService,"400.000, 180.000","3500.000, 2140.000","255, 255, 255",
